date,ROA(NI),ROA(OI),ROE(NI),ROE(OI),PER (P/E),PBR (P/B),PCR,Interest Coverage Ratio,Cash Flow To Debt Ratio,Cash Flow To Liability Ratio,Operating Cash Flow Per Share,Operating Cash Flow Ratio,Asset Efficiency Ratio,Current Liability Coverage Ratio,Cash Generating Power Ratio,External Financing Index Ratio,FCFE,Debt Ratio,Cash Flow to Shareholder's Equity,Cash Flow  to Revenue Ratio,Asset Turnover Ratio,Capital Stock Turnover Ratio,Liability Turnover Ratio,Total Liabilites Growth Rate,Total Assets Growth Rate,Sales Growth Rate,EPS Growth,COGS Ratio
2013-03-01,0.002034368498112044,0.0030361408646066117,0.018889524899828276,0.02819118488838008,50.633802816901415,0.9517386949055525,1.1297925832809554e-15,2.264367816091954,0.05511811023622047,0.00447346149195986,1.4,0.3930197268588771,0.003991677583416815,0.005413737358547313,0.2436500470366886,-0.5945945945945946,278000000.0,8.285203205495135,0.03706353749284488,0.3930197268588771,0.010156430607998767,0.09430452203777905,0.011382282328963505,1.0332107930616032,1.030787805614247,0.9909774436090225,-0.07792207792207799,0.04552352048558422
2013-06-01,0.0022399796654328243,0.0032884807854226573,0.02040225727101722,0.029952250036174216,51.72727272727273,1.0546794964549269,1.202487697370407e-15,-1.125,-0.0008331019161344071,-5.3537011920907986e-05,-0.01639344262295082,-0.004511278195488722,-4.765914181771967e-05,0.0005530657003909602,0.0017942583732057417,571.0,20000000.0,8.108233251338445,-0.0004340905802344089,-0.004511278195488722,0.01056444310292786,0.09622341195196064,0.01186737097580127,0.9711443475849638,0.9733570434513685,0.9970014992503748,-0.03750000000000003,0.04360902255639098
2013-09-01,0.002242152466367713,0.0033245708984072984,0.02080642846893385,0.030850911178074328,49.1375,1.0266063997704118,1.2134214100506236e-15,-8.958333333333334,0.04319775596072931,0.0026689312143637024,0.8461538461538461,0.23088455772113944,0.0023813205504870883,0.003417319343874686,0.04868795447360101,10.435064935064934,182000000.0,8.279667097144497,0.022097861960109055,0.23088455772113944,0.01031390134529148,0.09570957095709572,0.011559591688185647,0.9935771601749492,0.9915061940390041,0.9881481481481481,0.25000000000000006,0.04047976011994003
2013-12-01,0.0017631546669937446,0.002560407212069177,0.016083916083916083,0.023356643356643357,74.28125,1.216758041958042,1.7672205494219545e-15,0.5985663082437276,0.12023708721422523,0.007335468540138444,2.3278688524590163,0.6311111111111111,0.00653133815773335,0.008380554180191084,-0.6687598116169545,0.392018779342723,458000000.0,8.122237762237763,0.05958041958041958,0.6311111111111111,0.010348951306267631,0.0944055944055944,0.01162310156007852,0.9944518647898901,0.9930421278604162,1.0497667185069985,-0.15789473684210525,0.03851851851851852
2014-03-01,0.0020858391315601165,0.00309069593946499,0.018810929561993685,0.02787312920499794,68.1578947368421,1.2802416586571468,1.712962962962963e-15,4.413043478260869,0.06055461233729485,0.0036645090585294016,1.1888888888888889,0.3328149300155521,0.003258172074115802,0.004465587634878973,-0.2575210589651023,0.3878504672897196,230000000.0,8.018399011396403,0.029383495812165317,0.3328149300155521,0.00978974132549748,0.08828779349169298,0.011010651049693483,1.0076264752570916,1.005449674703406,0.972768532526475,-0.050000000000000044,0.038880248833592534
2014-06-01,0.0022809031764255646,0.003383084577114428,0.02021983986972452,0.029990500746369927,62.699999999999996,1.218433980187271,1.522953606995385e-15,-4.25,0.050381679389312976,0.0022775898957830077,0.7374301675977654,0.19969742813918306,0.0020206659012629163,0.0029998554286540407,-0.07647740440324449,-3.553030303030303,147000000.0,7.864839191206405,0.01791287827384991,0.19969742813918306,0.010118637581324148,0.0897000949925363,0.011405203947822486,0.9430793764441696,0.9482921305906775,1.0153609831029187,-0.05882352941176463,0.037821482602118005
2014-09-01,0.0022065121140418366,0.00329525164399669,0.020449347504372394,0.03053948607560877,58.65882352941176,1.200718417866272,1.4895587488423505e-15,7.09375,0.08205320344698389,0.00356364109740619,1.223463687150838,0.33640552995391704,0.0031791194274681726,0.004337841286042358,0.05625481633701516,15.908675799086758,226000000.0,8.267725010090139,0.029463204628010223,0.33640552995391704,0.00945025912000813,0.08758240279833177,0.010593289289549907,0.9946588113427425,0.9956783164223976,0.9984662576687117,0.02409638554216856,0.03379416282642089
2014-12-01,0.002139161101957043,0.0031653802792472466,0.019994596055120238,0.02958659821669819,56.433734939759034,1.1327154823020806,1.4299233751564551e-15,-2.0091743119266057,0.027663551401869158,0.0011977210928395701,0.4134078212290503,0.11349693251533742,0.0010695805509785216,0.0018609687188076267,-0.04312354312354312,-5.054054054054054,106000000.0,8.346933261280736,0.009997298027560119,0.11349693251533742,0.009423871881594542,0.0880843015401243,0.010552893953127022,0.9991590659162947,0.9978366216683974,0.9490538573508006,0.13698630136986314,0.0352760736196319
2015-03-01,0.001903772931810315,0.00281239183108342,0.0176,0.026,61.82191780821918,1.0590506666666666,1.5447015334063528e-15,1.1337209302325582,0.12583767684288905,0.0054660715440843525,1.9204545454545454,0.49199417758369723,0.004874812507211261,0.006322907861369399,-3.1009174311926606,0.15976331360946747,363000000.0,8.2448,0.045066666666666665,0.49199417758369723,0.00990827275874005,0.0916,0.011110032990490976,0.990612284130595,0.9912931589105726,0.9786324786324786,-0.03947368421052635,0.03202328966521106
2015-06-01,0.0019157909786260633,0.002845092572735721,0.01781204306792503,0.026452213212814036,67.52631578947368,1.2006274092782134,1.7356601731601733e-15,-1.7767857142857142,0.019711369236184443,0.0008971196052673737,0.3181818181818182,0.07977207977207977,0.0008006290656944742,0.0015441164129504372,18.666666666666668,15.535714285714286,85000000.0,8.297487704373255,0.007443838894058221,0.07977207977207977,0.010036457216384301,0.09331383756480127,0.011246035051744577,0.9847294525950465,0.9849743705289247,0.9915254237288136,0.0,0.03276353276353276
2015-09-01,0.0018870050132371993,0.0028023432659268857,0.017580687483600105,0.02610863290474941,54.078947368421055,0.9490422461296247,1.398339684267828e-15,1.9509803921568627,0.0867741935483871,0.004243571541252563,1.5284090909090908,0.3799435028248588,0.0037880921534388552,0.005075468568585172,0.21781376518218623,2.100371747211896,293000000.0,8.316714773025453,0.03529257412752558,0.3799435028248588,0.009970145890835351,0.09288900551036473,0.011168954093705632,0.9855870143196978,0.9879655522628935,0.9806094182825484,0.04109589041095894,0.03672316384180791
2015-12-01,0.001599955479499701,0.0021842870459256787,0.01521164021164021,0.020767195767195767,57.3013698630137,0.9738201058201058,1.6391065830721002e-15,2.754385964912281,0.06605624591236102,0.003140693751263274,1.1477272727272727,0.27977839335180055,0.002810356581382083,0.003917791671427872,-0.19183285849952517,4.836633663366337,243000000.0,8.507539682539683,0.02671957671957672,0.27977839335180055,0.010044937879989427,0.0955026455026455,0.01122564796243606,1.0481397584863843,1.0415899836248497,1.0083798882681565,1.1470588235294115,0.0332409972299169
2016-03-01,0.0008549857260857594,0.0012317590969032127,0.00771847200418629,0.011119832548403976,111.38235294117645,0.8570787545787546,2.4055135615829256e-15,0.5414012738853503,0.07976841428111933,0.004041523393575933,1.4335260115606936,0.3463687150837989,0.0035938383062587855,0.004892367906066536,-0.07885532591414944,-12.641129032258064,275000000.0,8.02760334903192,0.032443746729461015,0.3463687150837989,0.010375758980972944,0.09366823652537938,0.01166826915242084,0.9650394740980719,0.9681116722783389,0.9662618083670715,-0.4333333333333334,0.034916201117318434
2016-06-01,0.0014450056116722784,0.002791806958473625,0.013387054847933455,0.025864309851832596,68.55,0.9248102417468157,1.7742213786558538e-15,-1.4420289855072463,-0.0006755615605472049,-6.290692919825119e-05,-0.023121387283236993,-0.005398110661268556,-5.611672278338945e-05,0.0005722708748807769,-0.0036101083032490976,-558.5,23000000.0,8.264361840395113,-0.0005198856251624642,-0.005398110661268556,0.010395622895622895,0.0963088120613465,0.011653508633976033,0.9576637498682169,0.9616318601262749,0.9853723404255319,-0.3103448275862068,0.037786774628879895
2016-09-01,0.0019966542550321083,0.0031433813609627113,0.019153617186488933,0.030154005435485957,54.39080459770115,1.0472007247314612,1.5121592688460677e-15,-9.32,0.026825127334465196,0.0023796255854933203,0.9239766081871345,0.21010638297872342,0.0021315633263180615,0.0032392946270679425,0.04020356234096692,17.082278481012658,175000000.0,8.592856218454768,0.02044778050990035,0.21010638297872342,0.010145162160703686,0.09732108192053837,0.011325812913234031,1.0186401153692737,1.0157033626572392,1.0013315579227697,-0.08421052631578943,0.0398936170212766
2016-12-01,0.002233549836937159,0.003370878895009455,0.02090815802975885,0.03155464340687532,71.69473684210527,1.502683427398666,2.041177175737233e-15,-2.2363636363636363,0.01627906976744186,0.0012886993341720107,0.4883720930232558,0.1118508655126498,0.0011510318178081065,0.002065909166638899,-0.10218978102189781,-11.416666666666666,108000000.0,8.360954335556695,0.0107747562852745,0.1118508655126498,0.010290772561593905,0.09633145202668035,0.011521585713847381,1.0020908280293945,1.0000274062705548,0.9791395045632334,-0.17391304347826084,0.03861517976031957
2017-03-01,0.002740627055470292,0.0038231747423810567,0.025220680958385876,0.0351828499369483,59.63478260869566,1.5134300126103404,1.681912936848559e-15,1.631578947368421,0.0784009314962158,0.00621098914614273,2.3085714285714287,0.5267275097783573,0.005536066652049989,0.007413220242766266,0.36693914623069934,-0.19554455445544555,416000000.0,8.202522068095838,0.05094577553593947,0.5267275097783573,0.010510304757728569,0.09672131147540984,0.011791655136365034,1.0249598184740474,1.0214004786765014,0.9527950310559006,0.0,0.03389830508474576
2017-06-01,0.002827270564194438,0.00442285890240318,0.02529743268628679,0.0395742016280526,63.686956521739134,1.6051346274264247,1.8039408866995075e-15,22.571428571428573,0.04783200466653704,0.0038763354448331285,1.4057142857142857,0.30559006211180123,0.003443111677187286,0.004921209211406231,-0.09151785714285714,-7.17479674796748,261000000.0,7.947651847213526,0.030807764558547276,0.30559006211180123,0.011267093089982784,0.1008140262993112,0.012684756232075888,0.9918572120719567,0.9920852021050586,0.9426229508196722,-0.10852713178294583,0.03602484472049689
2017-09-01,0.0031103767166085787,0.00473499312662288,0.02788150360965895,0.042444610405775456,59.116279069767444,1.6516355489171024,1.7053535489064806e-15,-5.982456140350878,0.04313133491481561,0.003125830298673085,1.1494252873563218,0.234192037470726,0.0027771220684005165,0.004162032824453207,0.34904013961605584,0.83,216000000.0,7.964027881503609,0.024894199651481205,0.234192037470726,0.011858311232070205,0.10629823251182474,0.013347295375334073,1.0059587447330356,1.0062878142160494,0.9895712630359212,0.9846153846153846,0.03864168618266979
2017-12-01,0.0015649670937722693,0.004792711724677575,0.014065050860228558,0.04307421825944996,133.55384615384617,1.8968906191133994,3.488867454384696e-15,3.7282608695652173,0.050843790566854175,0.003694736180114458,1.3505747126436782,0.272305909617613,0.0032836363128257435,0.004865891288867791,-0.6545961002785515,-2.8085106382978724,261000000.0,7.987441918874796,0.029511490644229563,0.272305909617613,0.01205863037433454,0.10837624011051111,0.01356832903590969,0.9886376000621746,0.9893827331167485,1.0347721822541966,-0.5987654320987654,0.038238702201622246
2018-03-01,0.003857053984931223,0.004852422755236055,0.034875,0.043875,59.21604938271605,2.062495,1.7933522769759966e-15,7.468085106382978,0.06399713979263497,0.005564622678168959,2.0813953488372094,0.4292565947242206,0.004949194719015691,0.006996816533596636,0.3612512613521695,2.17877094972067,378000000.0,8.041875,0.04475,0.4292565947242206,0.011529688256030967,0.10425,0.012963394730706458,1.0066814796269639,1.004834206176115,0.9287305122494433,-0.14736842105263148,0.049160671462829736
2018-06-01,0.004500812646727881,0.005973300734854904,0.04010397326401782,0.05322440896150514,47.852631578947374,1.924411437059042,1.5019658373806455e-15,-4.387755102040816,0.04585348379007702,0.00400575827752394,1.4970760233918128,0.28507795100222716,0.0035561976467973384,0.00526360908701243,-0.21768707482993196,-3.37109375,277000000.0,7.910384948632257,0.031687089986384455,0.28507795100222716,0.012474474557906288,0.11115237034286421,0.014051448957876947,1.0038641575822311,1.0075439480461315,0.9878987898789879,0.005291005291005296,0.066815144766147
