date,ROA(NI),ROA(OI),ROA(EBITDA),ROE(NI),ROE(OI),ROE(EBITDA),PER (P/E),PBR (P/B),EV/EBITDA,PCR,Interest Coverage Ratio,Cash Flow To Debt Ratio,Cash Flow To Liability Ratio,Operating Cash Flow Per Share,Operating Cash Flow Ratio,Asset Efficiency Ratio,Current Liability Coverage Ratio,Cash Generating Power Ratio,External Financing Index Ratio,FCFE,Debt Ratio,Cash Flow to Shareholder's Equity,Cash Flow  to Revenue Ratio,Asset Turnover Ratio,Capital Stock Turnover Ratio,Liability Turnover Ratio,Total Liabilites Growth Rate,Total Assets Growth Rate,Sales Growth Rate,EPS Growth,COGS Ratio
2013-03-01,0.012910227145155858,0.017774950417243574,0.0214796242936796,0.050512445095168376,0.06954612005856516,0.08404099560761347,41.20792079207921,2.0779531478770132,42.54006968641115,2.748936619904362e-16,0.8715596330275229,0.26628971459343026,0.049715980495651735,2.900293255131965,0.04028185076572173,0.03700931781611346,0.07475473262401548,19.78,1.2143579373104145,1030000000.0,2.9125915080527087,0.14480234260614935,0.04028185076572173,0.9187591213561351,3.5947291361639824,1.2342029859749661,1.0024692602297924,1.035012974940935,0.9658536585365853,-1.5872093023255813,0.9474177256435321
2013-06-01,-0.02265773267748557,-0.017119175800766877,-0.012393973430419458,-0.09790794979079498,-0.07397489539748954,-0.05355648535564853,-27.44186046511628,2.6937573221757325,-74.74375,-2.9895555569630676e-16,-0.5792922673656619,0.08138903960933261,0.015117919774239064,0.8797653958944281,0.011801730920535013,0.011619350091018242,0.027073337902673064,-0.7425742574257426,-1.9533333333333334,392000000.0,3.321171548117155,0.0502092050209205,0.011801730920535013,0.9845462643789458,4.25439330543933,1.28099173553719,1.1327130543980821,1.0841031239502856,1.0365779064551646,-2.7199999999999998,0.9509441384736428
2013-09-01,0.01423412831709775,0.01977662075915351,0.024689284514612025,0.05383515959980943,0.07479752262982373,0.09337779895188185,52.15,2.815785294584723,35.82142857142857,3.3636480908152735e-16,0.9515151515151515,0.25751421608448416,0.05428392031508648,2.7970588235294116,0.038779920890592505,0.03993113873026537,0.08443271767810026,1.1161971830985915,-0.050473186119873815,977000000.0,2.782118469112276,0.15102429728442116,0.038779920890592505,1.0296859254282835,3.8943941559472766,1.3997945088189965,0.951085776330076,0.9522971730177137,1.1026528776978417,0.23456790123456783,0.9484565509929453
2013-12-01,0.011115998240633373,0.02075252908952777,0.0254308448958375,0.04219153134011231,0.07876764304143269,0.09652451054788283,82.48148148148148,3.4677523144634996,35.0125786163522,4.9455918276704425e-16,-1.4497206703910615,0.01005708072845882,0.0020086862106406082,0.10818713450292397,0.0016636690647482014,0.0014794673917389739,0.01047747343212094,-3.0833333333333335,1.0810810810810811,101000000.0,2.795568371528305,0.005615419638791926,0.0016636690647482014,0.8892798592506698,3.3753225072089847,1.207383279044517,1.0138147393912709,1.012469130804421,1.0379427824707146,-0.11956521739130432,0.939523381294964
2014-03-01,0.012752520140884984,0.020565968989109753,0.025019229990688636,0.04822412737293325,0.07777097366809553,0.09461114513165952,76.06521739130434,3.663986527862829,35.04854368932039,4.814585483316134e-16,1.2860759493670886,0.22288665398206034,0.04513181793164181,2.3976608187134505,0.03826947309469361,0.033197036557224405,0.07028219365634746,2.7333333333333334,-0.4560975609756098,868000000.0,2.7815370483772197,0.12553582363747703,0.03826947309469361,0.867454758916643,3.2803123086344153,1.1793164180747426,0.9254788101059495,0.9488341720124457,0.9359220756530096,0.33333333333333326,0.9394688943855882
2014-06-01,0.008988591403218992,0.014865747320708332,0.019283217454768947,0.03655678800187471,0.06045930323386971,0.07842524605530386,99.3623188405797,3.652391813779097,46.15139442231076,5.760908838827316e-16,1.0544959128065394,0.22579627877641123,0.03647106764466178,2.099706744868035,0.031274569756268016,0.027503553182499137,0.054184584849487266,-4.068181818181818,-0.4581005586592179,827000000.0,3.067020778003437,0.11185752226214654,0.031274569756268016,0.8794222717320325,3.5766286517731603,1.166157294213529,1.0090979182729376,1.012523822488429,0.9511425010386373,-0.1265822784810126,0.9451821437931336
2014-09-01,0.010345766403484889,0.018124538135428418,0.02232507487067792,0.04251918158567775,0.07448849104859336,0.09175191815856777,94.83544303797468,4.02383631713555,40.491289198606275,5.961930226636109e-16,-1.488817891373802,0.019279393173198482,0.0031354407607298894,0.18154761904761904,0.0025342750311591195,0.0023725253782427755,0.012083780880773363,-0.15404040404040403,-6.163934426229508,97000000.0,3.109814578005115,0.009750639386189258,0.0025342750311591195,0.9361751779394034,3.8475063938618925,1.2372140837830892,0.9199451484773974,0.9435921902524956,0.9425539413400165,-0.0919540229885057,0.9442874948068135
2014-12-01,0.010606283029947152,0.020038167938931296,0.02414856136230182,0.04737704918032787,0.08950819672131148,0.1078688524590164,92.79310344827587,4.380595081967213,37.03191489361702,6.082226458024124e-16,0.9891304347826086,0.2571505666486778,0.04506336296576508,2.879154078549849,0.03731840075185026,0.034975044039929536,0.06656269494697442,2.313106796116505,-0.5477439664218258,1000000000.0,3.4668852459016395,0.15622950819672132,0.03731840075185026,0.9372064004697592,4.1863934426229505,1.2075373557783242,0.9827594219062225,0.9770510613884108,1.006384236453202,-0.20909090909090916,0.9430630066178486
2015-03-01,0.013088066551921974,0.021191910499139415,0.02535140562248996,0.05730883969225938,0.09279321714554875,0.11100643743130789,82.06363636363635,4.67720207253886,34.94342291371994,5.687015687015687e-16,3.3389830508474576,0.17688172043010753,0.030577629071982897,1.993939393939394,0.02593103448275862,0.02359437751004016,0.047026532479414455,2.1788079470198674,-0.10638297872340426,714000000.0,3.3787093735280265,0.1033129219657717,0.02593103448275862,0.9098895582329317,3.984141937509813,1.1791904828291278,0.9009042954031651,0.9252206223873665,0.9210860648299394,0.23595505617977536,0.9425024630541872
2015-06-01,0.009787008161369518,0.018512374759471834,0.02232764912746334,0.04715473145780051,0.08919437340153452,0.107576726342711,93.98876404494382,4.439226342710997,37.928677563150075,6.145312959153689e-16,1.2183406113537119,0.1665707157935137,0.036339278238298585,2.6144578313253013,0.03150749573487241,0.028797027403622853,0.05695064663921592,0.6057222609909281,1.1843317972350231,976000000.0,3.8180946291560103,0.1387468030690537,0.03150749573487241,0.9139738570765046,4.403612531969309,1.153353428786737,0.9672403320510224,0.965409006469797,0.9819639992871146,-0.23931623931623927,0.9470761189153871
2015-09-01,0.012266991224136827,0.01985779258215361,0.024245724168855294,0.058679332005515554,0.09499004136663092,0.11597977631377356,65.65811965811966,3.8604197946989425,37.31571994715984,4.503986866791745e-16,-1.083916083916084,-0.009940737908621678,-0.0021056894108119053,-0.15853658536585366,-0.0018535020495455356,-0.001665492281083851,0.004442694859970757,0.031668696711327646,2.1538461538461537,31000000.0,3.7835146315305654,-0.007966906695265818,-0.0018535020495455356,0.8985651143424508,4.298299371840049,1.1360599311601538,0.9221778259083611,0.9318052944160922,0.8921927174431548,0.18181818181818177,0.9437176973801461
2015-12-01,0.009729310293371535,0.016802459187632436,0.021846181394932402,0.04845422116527943,0.08368014268727705,0.10879904875148633,90.17171717171716,4.365313614744352,42.599726775956285,5.481563353903779e-16,0.5816115702479339,0.2829239992264552,0.05463236117853542,4.446808510638298,0.04652567975830816,0.04366251827976244,0.08427353143704645,-2.2859375,-0.07518796992481203,1555000000.0,3.980231866825208,0.21744946492271106,0.04652567975830816,0.93846062016892,4.673751486325803,1.174241009746443,0.9800182982616651,0.9839083834972838,1.0255364946839736,-0.16101694915254233,0.9488312927333439
2016-03-01,0.011334605784759947,0.019262956981353694,0.023931874908236676,0.057355126300148586,0.0974739970282318,0.12109955423476969,69.44915254237289,3.993997028231798,38.59754601226994,4.584358916983665e-16,1.7540106951871657,0.17690086621751686,0.03363220494053065,2.801829268292683,0.029971952253603808,0.02698575833210982,0.053959246840340466,3.3911439114391144,-0.4766050054406964,1028000000.0,4.060178306092125,0.1365527488855869,0.029971952253603808,0.9003670532961386,4.556017830609212,1.1221225983531564,0.9917970309607637,0.9980364574175019,0.9769946469538618,0.14563106796116496,0.9449155306242254
2016-06-01,0.009729793095363695,0.018170095539534612,0.023328058144305726,0.050525034241363564,0.0943539796073657,0.12113833510881145,75.73786407766991,3.8820986151270733,39.9070351758794,4.696115967155482e-16,4.661654135338346,0.1294426494345719,0.023265943159957895,1.960244648318043,0.020424420086668366,0.018785534259422074,0.038932033906908275,-2.7046413502109705,-0.7472698907956318,822000000.0,4.192816922842794,0.09754984020697002,0.020424420086668366,0.9197585135689584,4.7761375741896215,1.1391238067583753,0.9883766816143498,0.9917456257629483,0.9795561659227816,0.06185567010309284,0.9469156257965843
2016-09-01,0.008980991687496366,0.015549613439516363,0.020577806196593617,0.04731281580156178,0.08191701117746134,0.10840606338998622,80.10309278350516,3.807073954983923,45.76977401129943,5.037603734439834e-16,-1.4153439153439153,0.02115541090317331,0.0037309417040358745,0.325,0.003246043884016355,0.00302272859384991,0.012649367531623419,-0.29213483146067415,-3.3653846153846154,204000000.0,4.26810595620885,0.015924054509263513,0.003246043884016355,0.9312038597918968,4.905680600214362,1.1493811659192825,0.971931659693166,0.9824391079637932,0.9664856711915536,-0.049019607843137296,0.9503729829270576
2016-12-01,0.009251591902001656,0.015476428428657091,0.02021644156363325,0.0510960416338117,0.08547547705409242,0.11165431319981076,70.55882352941177,3.609282447563476,46.80790960451977,4.618790912591452e-16,8.46875,0.11401522947108458,0.019316596931659692,1.7421383647798743,0.016711915535444946,0.01581907998058308,0.033215951270581516,-5.08256880733945,-0.9675090252707581,667000000.0,4.522945907585554,0.08736792304052989,0.016711915535444946,0.9465749121955398,5.227882037533512,1.155857740585774,1.042567886873387,1.0247849242113887,1.0417648722541717,-0.1570247933884297,0.9516742081447964
2017-03-01,0.011148826593316556,0.017703517293849124,0.023146251536255633,0.05716429107276819,0.09077269317329333,0.11867966991747937,67.39669421487604,3.866436609152288,41.474083438685206,4.551492420690732e-16,-0.7908496732026143,-0.0407911001236094,-0.0071976444072848885,-0.6265822784810127,-0.00622230602432356,-0.0057938783870778955,-0.002828854314002829,0.38223938223938225,0.6464646464646465,-118000000.0,4.1273818454613656,-0.029707426856714177,-0.00622230602432356,0.931146485632352,4.7743435858964745,1.1567487004253154,0.8264932099507271,0.8519644994016753,0.9652672450403446,0.3908045977011494,0.9456962383331762
2017-06-01,0.006830873554048664,0.010919425608296769,0.01570602313522138,0.04012888107791447,0.0641476274165202,0.09226713532513181,89.5632183908046,3.617551259519625,52.75079365079365,5.274772884201405e-16,1.697674418604651,0.07984119982355536,0.021752193246004085,2.2839116719242902,0.021962021476672935,0.01804946150777822,0.04080863295791904,0.13144517066085692,6.574585635359116,818000000.0,4.874633860574106,0.1060339777387229,0.021962021476672935,0.8218488232947746,4.828060925600469,0.9904458598726115,0.9443609022556391,0.956413924654268,1.009956802794032,1.4166666666666667,0.9507371230965237
2017-09-01,0.002742012398664759,0.0062470195517405815,0.011707200762994755,0.01717699775952203,0.039133681852128455,0.07333831217326363,185.8888888888889,3.1585840179238236,83.0122199592668,6.156167206358552e-16,0.3130227001194743,0.13023820026466695,0.03350829904951057,3.7373417721518987,0.03618148953769799,0.02815927515498331,0.05940108001963672,-0.2069388470299632,-0.6299745977984759,1247000000.0,5.2643764002987306,0.1764002987303958,0.03618148953769799,0.77827849308536,4.875429424943988,0.9261171797418073,0.9988380660885336,0.9775084488987298,0.9276700960609333,-0.8925373134328358,0.9487760791642413
2017-12-01,0.02454259410325137,0.009299615429437129,0.016082041720079245,0.1382071137944612,0.05236907730673317,0.09056306601916261,18.28955223880597,2.5331473946712166,60.37101449275362,1.4472316704459561e-16,-0.37464788732394366,0.03080490228552501,0.007906818568270703,0.8857142857142857,0.007929290058546012,0.006502738608553781,0.018378378378378378,3.1704545454545454,-0.30824372759856633,381000000.0,4.631316445727786,0.03661897886861793,0.007929290058546012,0.8200908984966787,4.618191363696023,0.9971660148500822,1.0535335741796794,1.045672783992591,1.0461748877590462,3.135802469135802,0.9471096458818848
2018-03-01,0.006214813190027053,0.013307011771587336,0.019619312227340303,0.03382860175112762,0.07243300610241443,0.10679225258689308,77.38271604938271,2.6026585301140885,48.26832298136646,3.8960231722629005e-16,2.275,0.08352719618921015,0.02251216672140447,2.4089456869009584,0.022418458062022417,0.018376349589334894,0.04172305969104401,0.8396436525612472,-0.8448275862068966,832000000.0,4.44322101353144,0.10002653223666755,0.022418458062022417,0.8196973020399211,4.461793579198726,1.0041799779058311,0.988227310279712,1.027033115566569,0.9514554867181533,-1.2154255319148937,0.9431213391609431
2018-06-01,-0.029210783209431553,-0.027058146229130685,-0.02072538860103627,-0.1926060406007592,-0.1784122792540023,-0.13665621389668262,-12.986702127659575,2.522493810859878,-46.1207729468599,-1.7068532798288601e-16,-0.7363760217983651,0.0691462805791313,0.016346040363507612,1.7699680511182108,0.01567229624600413,0.013866987059147455,0.030533350805923207,-1.4025316455696202,-1.46028880866426,692000000.0,5.5936623205149365,0.0914342300709688,0.01567229624600413,0.8848088908913418,5.834131044726853,1.0429894960462647,0.9939585899466244,0.9985004123865937,1.0038622099792691,-2.9282051282051285,0.9509179891934708
2018-09-01,0.014820924245832395,0.02039439154232586,0.02651770763040164,0.10028750211398613,0.13800101471334347,0.17943514290546253,27.692307692307693,2.7853881278538815,35.78322337417531,2.1127587151297e-16,-1.7251585623678647,0.04563070383797975,0.010704440143116898,1.1967213114754098,0.010365490017891119,0.009122491314888405,0.02233595003686516,1.3035714285714286,-2.0931506849315067,423000000.0,5.766615930999492,0.06172839506172839,0.010365490017891119,0.8800829771812752,5.955183493996279,1.032699865094727,0.990673755774427,0.9888537393109584,0.9330418653948066,1.074468085106383,0.9526595291511658
2018-12-01,0.006920073155059068,0.012456131679106322,0.018708912065641837,0.0463346020188648,0.08340228363395664,0.12526890617243092,47.4468085106383,2.2067516134370346,50.56803170409511,2.798571849881092e-16,-3.111111111111111,0.04882221344913804,0.01077893024201749,1.2408026755852843,0.009830418653948066,0.009169096930453265,0.021574882471457352,2.5944055944055946,-0.3881401617250674,429000000.0,5.695680953168956,0.061393347674995866,0.009830418653948066,0.9327270031140329,6.245242429256992,1.0964874052122375,0.9954304884749978,0.9914969737067804,1.0713069149540138,-0.05050505050505055,0.9541600423953365
