date,ROA(NI),ROA(OI),ROA(EBITDA),ROE(NI),ROE(OI),ROE(EBITDA),PER (P/E),PBR (P/B),EV/EBITDA,PCR,Interest Coverage Ratio,Cash Flow To Debt Ratio,Cash Flow To Liability Ratio,Operating Cash Flow Per Share,Operating Cash Flow Ratio,Asset Efficiency Ratio,Current Liability Coverage Ratio,Cash Generating Power Ratio,External Financing Index Ratio,FCFE,Debt Ratio,Cash Flow to Shareholder's Equity,Cash Flow  to Revenue Ratio,Asset Turnover Ratio,Capital Stock Turnover Ratio,Liability Turnover Ratio,Total Liabilites Growth Rate,Total Assets Growth Rate,Sales Growth Rate,EPS Growth
2013-03-01,0.0024399836848852116,0.004027793963407528,0.005892378510663093,0.03483414786315899,0.057502339606946035,0.08412186752625558,45.745341614906835,1.5959925132577728,165.95179233621755,8.992542233813424e-16,-0.6437718277066357,-0.06182831365264694,-0.0036497779587872712,-2.236084452975048,-0.1731698253437384,-0.0033941265586761448,-0.046476947930905926,2.43979057591623,0.2446351931330472,-452000000.0,13.276385567224706,-0.048455859415618176,-0.1731698253437384,0.01959998834634658,0.2798169907455548,0.02107629289076512,0.9953459727462659,1.000276850893937,0.9789014186977083,0.02547770700636945
2013-06-01,0.0023386614987833134,0.0033659240262862637,0.005231024785440557,0.035738142952571814,0.05143620574482298,0.07993765308394567,51.515923566878975,1.8450581162324649,186.46378830083566,1.041501678532935e-15,-77.0,0.048764544384886914,0.002907792572266051,1.820400195217179,0.13568570389232448,0.002717510090486529,0.05700655933214073,2.1941176470588237,-1.351206434316354,397000000.0,14.281451792473836,0.0415274994433311,0.13568570389232448,0.020027976511387314,0.30605655755956357,0.021430353300695374,0.9789146742572822,0.9789598311080681,0.9772484891574831,-0.17368421052631572
2013-09-01,0.002724523564989159,0.004778614629693027,0.006654399178363574,0.04166212236885156,0.0730723088668339,0.10175591667575526,47.93684210526316,1.9996078089213656,146.56270096463024,1.0259841641574662e-15,0.8839050131926122,0.1464159238002198,0.009149947725486305,5.956284153005464,0.4262353359402773,0.00855158050895812,0.15032906130931764,1.5431145431145432,0.3427856547122602,1229000000.0,14.291525793434399,0.13076671392736394,0.4262353359402773,0.020063049184069384,0.30679463409313995,0.02146689153610757,0.9681921621941127,0.9697875166002656,0.9548540393754243,0.27516778523489926
2013-12-01,0.0020473660911907924,0.00391489597166888,0.0057824258521469675,0.032062391681109186,0.061308492201039864,0.09055459272097054,77.21476510067114,2.532296360485269,169.28827751196172,1.572752624671916e-15,-5.549019607843137,0.030510879848628193,0.0019062536942901051,1.2696850393700787,0.08757637474541752,0.0017845285524568392,0.03992881770659548,-0.516,-0.38372093023255816,295000000.0,14.660311958405545,0.02794627383015598,0.08757637474541752,0.020376826029216467,0.31910745233968807,0.02176675729991725,0.9913931394164914,0.9904908059521526,0.9833110814419226,-0.27317073170731704
2014-03-01,0.0027404017428955085,0.004994382176427064,0.006700282261379518,0.04235044997353097,0.07718369507676019,0.10354685018528322,53.69268292682927,2.278314981471678,146.28323108384458,1.216021388365657e-15,-25.137931034482758,0.04895104895104895,0.003179044675100169,2.2199488491048593,0.14485981308411214,0.002973335891041627,0.061105389632681084,-1.8706896551724137,-1.2004608294930876,454000000.0,14.454102699841187,0.0459502382212811,0.14485981308411214,0.02052560905428736,0.31720487030174693,0.02194566324101407,0.9787500985783214,0.9785733440600697,0.9752604166666666,0.05670103092783499
2014-06-01,0.0025073746312684365,0.00467953875033521,0.0062952534191472245,0.03864834142812855,0.07212979229099928,0.09703420481554201,61.855670103092784,2.38958354862044,155.80511182108626,1.415294617162806e-15,-1.3686274509803922,-0.0076128330614464385,-0.000501853272441803,-0.3632589517384536,-0.022786458333333332,-0.0004692947170823277,0.004655916420622303,0.2564102564102564,7.228571428571429,-50000000.0,14.413867934277151,-0.007233646791360959,-0.022786458333333332,0.020595333869670152,0.31745375632944095,0.022024189327731696,1.0118241895352296,1.013363407227246,0.9874638379942141,-0.12217194570135748
2014-09-01,0.002853396560977764,0.005428247267193413,0.007004409177066844,0.044967880085653104,0.08554603854389721,0.11038543897216274,55.828054298642535,2.513834475374732,139.70708050436468,1.3395552042664257e-15,0.705207413945278,0.17105680736274198,0.011729886183108093,8.497109826589595,0.5197685631629702,0.01098557675976439,0.1880313930673643,2.138888888888889,-0.32838589981447125,1666000000.0,14.759421841541755,0.17312633832976446,0.5197685631629702,0.021135515955242438,0.33308351177730194,0.022567517573066964,0.9881581305329558,0.9891337947718567,1.0071220459695693,-0.022123893805309658
2014-12-01,0.0028559908608292452,0.00436126604394866,0.006007660775485518,0.04567436861902203,0.06974744760881246,0.09607737775389576,58.51769911504425,2.723170338527673,163.06711409395973,1.4202470854059812e-15,-9.544117647058824,0.042098902205660184,0.0029963083760438693,2.1816283924843423,0.13531887342181936,0.0028089510113567637,0.05592841163310962,-1.8660714285714286,-0.23684210526315788,442000000.0,14.99247716281569,0.04492208490059108,0.13531887342181936,0.02075801357435656,0.3319720580333154,0.022142575534927062,0.9811237156179451,0.9825814801119857,1.0117916803144449,0.07109004739336489
2015-03-01,0.0025949500818762874,0.004635254344725582,0.006206750831968729,0.04244518846527703,0.0758181229074414,0.10152284263959391,62.009478672985786,2.6326268495517873,157.76702127659576,1.5300830178794248e-15,1.5462555066079295,0.09273743016759776,0.006421031162748173,4.9006977992485234,0.2990501146413364,0.0060284718187100525,0.1085221832109799,4.8052631578947365,-0.9912376779846659,894000000.0,15.356841991575765,0.0986067609893077,0.2990501146413364,0.02015873435106439,0.32973323253051084,0.021471421839945423,1.0170159502181533,1.017754660430359,0.9760230179028133,-0.06637168141592917
2015-06-01,0.0027888660403478354,0.004730992029891268,0.006189266561832184,0.0461316140506892,0.07825700311249444,0.10237883503779457,55.27876106194691,2.5524826589595375,158.26818675352877,1.440055513546412e-15,4.789115646258503,0.05947348193697156,0.004427437236249196,3.367791077257889,0.19789002557544758,0.0041597785035549645,0.0787125557680051,-2.371647509578544,-0.8336025848142165,705000000.0,15.541351711871943,0.06880835927078702,0.19789002557544758,0.021020657769175975,0.3477100933748333,0.022373220799656677,1.0242565879603514,1.0239884393063583,1.0838530838530838,0.027272727272727094
