date,ROA(NI),ROA(OI),ROE(NI),ROE(OI),PER (P/E),PBR (P/B),PCR,Interest Coverage Ratio,Cash Flow To Debt Ratio,Cash Flow To Liability Ratio,Operating Cash Flow Per Share,Operating Cash Flow Ratio,Asset Efficiency Ratio,Current Liability Coverage Ratio,Cash Generating Power Ratio,External Financing Index Ratio,Debt Ratio,Cash Flow to Shareholder's Equity,Cash Flow  to Revenue Ratio,Asset Turnover Ratio,Capital Stock Turnover Ratio,Liability Turnover Ratio,Total Liabilites Growth Rate,Total Assets Growth Rate,Sales Growth Rate,EPS Growth,COGS Ratio
2013-03-01,0.0025659708983492993,0.0038010353447738275,0.029606057386786167,0.04385617569512183,29.478260869565215,0.8750556387201452,1.749463871893831e-18,0.7062757601679758,0.0675461241503446,0.009148301556686797,5.2286417683725315,0.7245409015025042,0.008355413964222054,0.011598105886998592,-2.7306797975653128,1.4115407733921057,10.537955245646737,0.09640439237804584,0.7245409015025042,0.011532011439099103,0.13305583187661166,0.012626342471095372,0.9784813844156834,0.979444507754477,0.9990935131803184,0.0,0.08826304710749801
2013-06-01,0.002500928471232149,0.0038114461441594036,0.02915804415046908,0.044437222506320526,32.7888198757764,0.9542814484871367,1.852009957393457e-18,0.15246622064803883,0.23102054302639607,0.030722944237318153,18.115482233502537,2.484499075383444,0.028087791976532838,0.03726508702373297,-4.192877248806756,0.028137769994162287,10.658887683462453,0.3274724119308542,2.484499075383444,0.01130521329423233,0.13180621203504128,0.012365850541754195,0.9883082761575954,0.9903321101818733,1.0854455289672544,-10.470588235294118,0.08586243156024512
2013-09-01,-0.0002638727013135583,1.3802572068709204e-05,-0.003145110562732859,0.0001645134755891034,-304.0588235294117,0.9421601103208013,1.3708086445012381e-17,0.0013395319517768497,0.08979673800577248,0.011691280705509389,7.00371648526679,1.0383737405541562,0.010710389967316322,0.014592682341913915,39.853474320241695,0.8010840313838457,10.919044854115256,0.12765761842550927,1.0383737405541562,0.010314580915345983,0.12293995258140998,0.011259222232709795,1.0236460602827566,1.0197128024344193,0.9706601466992665,-1.129770992366412,0.09016845088161209
2013-12-01,0.0020594538452590543,0.0032359297906311615,0.023558325204329995,0.03701616645673318,44.6412213740458,1.0474327439411302,2.4853050812283376e-18,-0.5951275218880853,-0.023367344524693884,-0.0031362964394371358,-1.827939932318105,-0.2641350855745721,-0.0028621233941951963,-0.0027606076564366754,-0.7886392152389643,3.314868382991033,10.439112975783463,-0.03274015285683168,-0.2641350855745721,0.010835831930351961,0.12395230563789789,0.011873835059112882,0.9766006846138204,0.9752533926312058,1.0329505544374729,0.015503875968992262,0.08630042787286063
2014-03-01,0.0019753846004781617,0.003120324458838282,0.022275841660786232,0.03518699779199199,47.06201550387597,1.046736527736678,2.6274893676485263e-18,0.9022881158066776,0.047858958503962955,0.006497496379573931,3.872782002534854,0.5787853675861252,0.00592130920400842,0.008519074828788706,-1.0925139664804469,2.748892070634758,10.276711206209738,0.0667728938562746,0.5787853675861252,0.010230578614493582,0.11536728050806948,0.011226089572154017,0.9844349509075796,0.9827999123926333,0.9476459369507498,-0.12244897959183669,0.08389566315457164
2014-06-01,0.002209229245624393,0.003394388684683312,0.02449475175308164,0.03763516545395356,39.197278911564624,0.9583139269908585,2.245942682326617e-18,-0.7667831854441158,-0.014347988786838321,-0.0019062180825129458,-1.156165687986034,-0.16345686399162335,-0.0017342925705144075,-0.0013203566043825544,-3.5857260049220674,-8.034317089910775,10.087464916371188,-0.019228908030301698,-0.16345686399162335,0.01061009325740695,0.11763903675092603,0.011661902938567533,0.9988212889331837,0.9973609074774288,1.0172321972002434,0.0729927007299269,0.07714745147900229
2014-09-01,0.0020292797204595953,0.0031317706138294147,0.022172546340535376,0.0342187074374019,43.97080291970803,0.9781573437912114,2.5563189007828728e-18,-0.9071526822558459,-0.008146686936360038,-0.0010667640068858333,-0.652127602918464,-0.09316037735849056,-0.0009691314421617686,-0.00037534318741845525,1.6154353562005277,0.5614536545528788,9.926313468265327,-0.010589033929011532,-0.09316037735849056,0.010402828644976958,0.11366456673166808,0.011450833896698563,0.9808510574664812,0.9824011749914667,1.0669264174682414,0.1416666666666668,0.06919506999391357
2014-12-01,0.0017447596951180161,0.0025273357348400676,0.019367617929719024,0.028054564207019468,52.15,1.0163676653993707,2.930584896136334e-18,0.28177011095700416,0.09375703275592709,0.012281744395647684,7.6381028298126745,1.1666869596980396,0.011175325801217132,0.015471133301642187,9.888544891640867,1.536457246225562,10.100450098607412,0.1240511463920907,1.1666869596980396,0.009578684074869162,0.10632770458341065,0.010527026374603886,0.9996852154629682,0.9981087620889448,0.949333436079217,-0.17808219178082194,0.07666707252729413
2015-03-01,0.0021155168426493162,0.0031911244523015365,0.02311501543262219,0.03486755079198182,41.49315068493151,0.9568169538378049,2.4516474558963372e-18,0.9973320397768615,0.04805211162532336,0.006355059873129445,3.9940407483961025,0.573283501579718,0.0057734363722999225,0.008406250788922268,-3.0156059991892987,0.2914846427851334,9.926415222331514,0.0630829630634603,0.573283501579718,0.010070822475077101,0.11003798799308076,0.011085370249828726,1.0601749506655063,1.0520693386958437,1.01216753763357,-0.06410256410256415,0.07274408569006705
2015-06-01,0.002357936952129716,0.00341974339473522,0.023946435604568727,0.034729794158495884,43.43589743589744,1.0416058041914555,2.605501548819939e-18,0.8147247617195098,0.05460388819083579,0.007831935786820649,4.664760774583311,0.6745183683020045,0.007060747493773471,0.010458081338460653,15.026933101650739,-6.808857539315449,9.155672560684895,0.07170663958043988,0.6745183683020045,0.010467835755974753,0.10630791235670903,0.011611152720030937,1.0170402133561267,1.013436646324284,1.0425696279731653,-0.08235294117647066,0.07136728804305437
