date,ROA(NI),ROA(OI),ROA(EBITDA),ROE(NI),ROE(OI),ROE(EBITDA),PER (P/E),PBR (P/B),EV/EBITDA,PCR,Interest Coverage Ratio,Cash Flow To Debt Ratio,Cash Flow To Liability Ratio,Operating Cash Flow Per Share,Operating Cash Flow Ratio,Asset Efficiency Ratio,Current Liability Coverage Ratio,Cash Generating Power Ratio,External Financing Index Ratio,FCFE,Debt Ratio,Cash Flow to Shareholder's Equity,Cash Flow  to Revenue Ratio,Asset Turnover Ratio,Capital Stock Turnover Ratio,Liability Turnover Ratio,Total Liabilites Growth Rate,Total Assets Growth Rate,Sales Growth Rate,EPS Growth,COGS Ratio
2013-03-01,0.018870108821486455,0.02928918731187775,0.03353399706722235,0.051642200865983735,0.08015629950364347,0.0917731545041715,33.88888888888889,1.751342274791425,26.157652474108172,4.953970096805449e-16,-1.2692307692307692,0.000254000508001016,6.080875646093037e-05,0.004230118443316413,0.000163826998689384,3.858917959404183e-05,0.023582358235823584,-0.0014727540500736377,-642.0,41000000.0,1.7367198225789418,0.00010560777273207308,0.000163826998689384,0.23554835224203133,0.644629844756574,0.371176649437519,0.9161559888579387,0.9420532208811982,0.9698125198601844,-0.00956937799043063,0.7842398427260813
2013-06-01,0.017740293732732296,0.02930056710775047,0.033481169114439435,0.051056706423938066,0.08432726511822557,0.09635907093534213,39.61722488038278,2.0271186440677966,24.542888165038,5.868095420334226e-16,-2.930909090909091,0.05532130207454883,0.01827298050139276,1.4017094017094016,0.0521131236097871,0.011923803984295477,0.0833481113672637,0.19058686809994188,4.3810975609756095,376000000.0,1.8780079514542791,0.0343168026783846,0.0521131236097871,0.22880616547913335,0.6585059635907093,0.35064066852367687,0.9945149315751565,1.0037584382411968,1.030789387487717,-0.041284403669724905,0.7794725135049253
2013-09-01,0.018135376756066413,0.02882685641306331,0.033205619412515965,0.05312099187687046,0.0844377939290295,0.09726378794356563,43.69724770642202,2.3234643009833262,24.68241758241758,6.765653830911211e-16,2.3723723723723724,0.16025641025641027,0.05263449498587179,4.163014899211218,0.15558467081559121,0.034665207079000185,0.18899687608469282,23.75,-0.8663157894736843,1040000000.0,1.929136383069688,0.10153911928174433,0.15558467081559121,0.22280605728881592,0.6526293287729799,0.33830129093024547,1.1451684537783136,1.0388158144118873,0.9917167451681014,0.004608294930875683,0.7797248607926629
2013-12-01,0.018119100868048976,0.029111860808915507,0.034797771123156816,0.045009416195856876,0.07231638418079096,0.08644067796610169,52.815668202764975,2.477820715630885,23.127450980392158,7.948606271777004e-16,1.3333333333333333,0.20310391363022942,0.07639109193579087,5.2439024390243905,0.1955497807373721,0.04563890678897692,0.2300945829750645,5.844660194174757,-0.6818936877076412,1390000000.0,1.4840866290018833,0.11337099811676082,0.1955497807373721,0.23338766536522498,0.5797551789077213,0.39064780153543555,1.0531204062541761,1.0331309966712356,1.0528385772913817,-0.19029850746268664,0.7841481240864057
2014-03-01,0.022674760133150576,0.03309183473663599,0.03736048560798903,0.0547828555208629,0.07995079950799508,0.09026397956287255,46.037313432835816,2.5250349134260572,22.69392033542977,8.2908643249578e-16,-0.7752293577981652,-0.06782520668128901,-0.026860884671923026,-1.8585298196948683,-0.06874145006839945,-0.015743097709026824,-0.05122367672168469,0.31778656126482213,1.818407960199005,-342000000.0,1.4160280064339106,-0.03803576497303435,-0.06874145006839945,0.22901899353828079,0.5533163023937931,0.39075237204329816,0.9922429224955248,1.007258096327561,0.9683722470607716,0.11203319502074689,0.7628248974008208
2014-06-01,0.0201569957792592,0.03234586406847856,0.036606051043351344,0.049766264121542655,0.07985975847292559,0.09037787300350604,49.63900414937759,2.4746213478768992,23.572198275862068,9.09902673956232e-16,-17.4468085106383,0.09650750801417243,0.03792349002187893,2.6930320150659135,0.0947176684881603,0.02256321249654846,0.13298854820834874,-1.3985330073349633,-1.5122377622377623,688000000.0,1.4689326061550447,0.05570705103233346,0.0947176684881603,0.23821545501163663,0.5881379041682898,0.4003845388848372,0.9955775577557756,1.012298845984906,1.0091911764705883,0.052401746724890876,0.7665176353700944
2014-09-01,0.01888751347681987,0.030707183644132094,0.03489997204807731,0.047811583948246236,0.07773172950571111,0.0883452946527848,57.537117903930124,2.746276357020115,24.76086956521739,1.1055212294308947e-15,2.1661971830985913,0.15744178197772526,0.06158415841584158,4.524733268671193,0.15591577540106952,0.03725591981791319,0.19524587189257847,-12.608108108108109,-0.962486602357985,1042000000.0,1.5313858283634894,0.09430910744971192,0.15591577540106952,0.2389490077067444,0.6048721318103709,0.394983498349835,0.783472100118943,0.9424582267048021,0.9796987557301899,-0.09126984126984126,0.7745655080213903
2014-12-01,0.019042601234382055,0.02867680264940539,0.033945506548246275,0.06993780234968901,0.10532135452660678,0.12467173462335868,58.488095238095234,4.253632619212163,25.176274944567627,1.0927102238354507e-15,0.9028436018957346,0.2514767932489452,0.07705435176087294,7.136015325670498,0.24394237066142763,0.05607406292337799,0.27664630006788865,3.232104121475054,-0.49731543624161073,1766000000.0,2.672702142363511,0.20594333102971665,0.24394237066142763,0.22986602438657233,0.8442294402211472,0.3158711278895382,1.044227238362674,1.0516900182062852,1.0253483296961559,0.028571428571428505,0.7617878192534381
2015-03-01,0.019156178263278714,0.03087152695321776,0.03478983614343387,0.07172495554238292,0.11558980438648489,0.13026081802015413,65.69795918367346,4.715736810906935,25.733788395904437,1.396505785660308e-15,-0.6305578011317704,-0.10190090370832035,-0.03531698887568852,-3.3080424886191198,-0.10978680543897935,-0.025884587983851817,-0.09424678274034821,0.5373870172555464,0.6850152905198776,-537000000.0,2.7442205097806758,-0.0969176052163604,-0.10978680543897935,0.23577139238502334,0.8827800829875518,0.32168700723620264,1.0074533485664545,1.0290811339198436,1.0103459972862958,-0.11552346570397105,0.762464327681719
2015-06-01,0.021627565982404694,0.033113391984359725,0.03787878787878788,0.08604764219737482,0.1317452600875061,0.15070491006319883,57.26714801444043,4.930357154432021,24.349462365591396,1.276326291533104e-15,-36.95454545454545,0.09755337385070906,0.0340569065883249,3.2638164754953074,0.10617367706919946,0.025496904529162593,0.15114474194800157,-0.8470906630581867,-1.9904153354632588,741000000.0,2.978609625668449,0.10144222978447577,0.10617367706919946,0.24014336917562723,0.9554367201426025,0.3207660083782166,1.0061306037549949,1.0244513060168572,0.9861180799464794,-0.003597122302158197,0.7533921302578019
2015-09-01,0.021530501543853792,0.03313026787949595,0.03784528081448719,0.09057398630858346,0.1393715990872389,0.1592065999648938,59.694244604316545,5.412236264700719,24.998897464167584,1.4199756648942998e-15,-11.027777777777779,0.08680068567866604,0.03048880617439378,2.9978471474703983,0.09315939120254223,0.023241258449470083,0.13754139879212937,-0.9056910569105691,-1.9892280071813286,659000000.0,3.206775495875022,0.09777075653852906,0.09315939120254223,0.24947842777267795,1.0494997367035281,0.3272757129563742,0.9665114802666385,0.9812479528332787,1.0500526870389884,0.10317460317460309,0.7563137648436193
