date,ROA(NI),ROA(OI),ROA(EBITDA),ROE(NI),ROE(OI),ROE(EBITDA),PER (P/E),PBR (P/B),EV/EBITDA,PCR,Interest Coverage Ratio,Cash Flow To Debt Ratio,Cash Flow To Liability Ratio,Operating Cash Flow Per Share,Operating Cash Flow Ratio,Asset Efficiency Ratio,Current Liability Coverage Ratio,Cash Generating Power Ratio,External Financing Index Ratio,FCFE,Debt Ratio,Cash Flow to Shareholder's Equity,Cash Flow  to Revenue Ratio,Asset Turnover Ratio,Capital Stock Turnover Ratio,Liability Turnover Ratio,Total Liabilites Growth Rate,Total Assets Growth Rate,Sales Growth Rate,EPS Growth
2018-03-01,0.010692297715863837,0.01799729931796335,0.01822617067700148,0.018276092519845473,0.030762359614663646,0.031153564035273598,55.515151515151516,1.0239688210076774,43.79469349741529,4.665173433370428e-16,23.706067077000377,0.02973420245320583,0.028148346980090496,0.35719639196152825,0.5611381920137807,0.011680354445444697,3.5391527970411465,0.1667304187079798,5.000522521492779,122828000.0,0.7092762718218716,0.019964954603987024,0.5611381920137807,0.020815468652252856,0.035579390047107536,0.05016294984141663,0.9907961728327596,0.9925733811655797,0.9877859486367236,-0.13157894736842102
2018-06-01,0.013161187728946398,0.017932170340852083,0.01816028850795574,0.022524750350035632,0.030690061450429722,0.031080474904757748,54.31578947368421,1.2369168352923394,43.71069228283418,3.944313133680184e-16,-10.967233993284704,0.030139745217457364,0.02827567990964898,0.33568240735484534,0.5619640230795339,0.01175423817051123,12.870632804826716,5.512985571587126,-0.4955467869222097,124392000.0,0.7114531917757867,0.020116822721350253,0.5619640230795339,0.02091635351690062,0.03579734982163289,0.05031581871504818,1.0070007805141121,0.9996404409329611,0.9496662899087616,0.0857142857142858
2018-09-01,0.012292378293986848,0.01741969058996073,0.017649051426408668,0.020928997322979027,0.02965875675195855,0.030049266400881677,61.77142857142858,1.2884876660008349,48.39512341575347,4.416235899009841e-16,-3.6468444197931937,0.019861917283828093,0.018768567018280172,0.22126589806317326,0.35177728020903615,0.007745091545630884,7.556269009800609,-0.10114585173990784,-1.210851027439099,81855000.0,0.7025996762185263,0.01318678911012936,0.35177728020903615,0.022017031745280788,0.037486187573834755,0.05335355088062353,0.983954772483917,0.9325116889327711,1.0294108538791977,-0.054054054054054106
2018-12-01,0.01257710636818528,0.01726600296293159,0.017480237563937292,0.020655056598863183,0.028355510241816356,0.028707342187867246,50.75675675675676,0.999346443468808,45.588809247387815,3.527658610423133e-16,6.395672636946006,0.04258946054886344,0.039609949223278144,0.47808381968180935,0.7767022504965957,0.01549097929389052,19.878102086858433,0.38741873838725766,3.3378349898897843,175720000.0,0.642273854510245,0.02544043476458994,0.7767022504965957,0.019944553120563435,0.0327544239099658,0.050997598111699766,1.006714616641338,0.9899289611806437,1.056247137877216,0.0
2019-03-01,0.013176115653608673,0.017632266455404864,0.017841461060542404,0.021409508638229845,0.02865018575373324,0.028990100325182573,59.13513513513513,1.2599490539730407,45.470163173586734,3.519025676071877e-16,-5.36849103771076,0.02804564249942401,0.02626565969751405,0.28501924906465814,0.5403781273072215,0.010100911284891607,9.391263865274066,4.779582558379831,0.08399197523391155,115789000.0,0.6248726917033027,0.01641269347454856,0.5403781273072215,0.01869230224995567,0.030372608818079426,0.04860607483948221,0.9894732654878852,0.9142808086535351,0.9694490500394118,0.0
2019-06-01,0.012142500628890636,0.016410651610558973,0.016643600688385687,0.018835608589886827,0.025456421200920714,0.025817774910953006,59.567567567567565,1.1257230202133857,48.02767115137324,3.4494614749419666e-16,-26.806026611009653,0.035713870074249934,0.0331039281305405,0.3572554631224079,0.6672827593704982,0.011763249627656814,19.00300751879699,0.24111571262542764,6.187807196198235,147590000.0,0.5512128142938,0.01824730938901492,0.6672827593704982,0.017628583179271764,0.027345692860743297,0.04961004561510043,0.9871824026150792,0.9952771814422321,0.9920588909412035,0.1935483870967742
2019-09-01,0.01147997809476953,0.016562452559200157,0.01781953937020078,0.017888749774122564,0.025808548329225325,0.027767411945575398,73.06451612903226,1.2922957309381429,47.25251119556103,3.0681832751809635e-16,14.877909467371127,0.04223927777493635,0.038660228952541786,0.3782718933023058,0.7831317720762383,0.01385028935410568,12.808435999164752,-0.22629544881967478,-0.7888119272109585,175205000.0,0.5582559425736887,0.021582302554015824,0.7831317720762383,0.01768577121751274,0.02755896686045165,0.04936618629333072,0.8640438367298429,0.9484268356850264,0.936750906174617,0.4761904761904762
2019-12-01,0.007435084074472207,0.017093660153087456,0.018279959775721,0.012253837096808058,0.028172233804767282,0.03012738618477426,121.66666666666667,1.3810512854471537,45.043749355656814,5.134830854345779e-16,1.736385077186964,0.05112319299568846,0.046957518551248606,0.56303440977808,1.031249868441548,0.01846577845588823,18.957921897484244,0.38371949127718,1.6286128347485305,245255000.0,0.6481099675996576,0.03043363582681005,1.031249868441548,0.017906211696098635,0.029511408202943252,0.04553456925256344,0.7262282926981385,0.8898794610124899,0.9315139940627684,-5.2
2020-03-01,-0.0016107641872624052,0.00590459247572148,0.00638529946247487,-0.0031087394651833997,0.011395733652544895,0.012323487567566727,-332.8,1.0021380390627639,119.28894702007626,-2.1234316783130473e-15,0.5704832395717212,0.020348849690242855,0.019134417031337923,0.29547032634889514,0.5390018078360477,0.009220102218993359,5.3668543059301825,0.10829418109646223,14.342534522648895,138775000.0,0.9299784011742055,0.01779459455820413,0.5390018078360477,0.01710588366300602,0.03301397935870532,0.035499727001209215,0.9972177732106864,0.9158096111043192,0.988751541283123,-1.1063829787234043
2020-06-01,0.014093083575434507,0.01896074551393538,0.019332421243141662,0.02528009806917496,0.03401168406412273,0.034678394002652074,42.957446808510646,1.088021280940438,36.27655821993988,1.7535349188905086e-16,-5.673351592801603,0.026790095251172957,0.025134720943666467,0.3702383581589,0.7020147187691449,0.011122688008020824,6.562771360694684,0.1382647092065994,6.237209405084755,181909000.0,0.7937951014120916,0.019951818360442346,0.7020147187691449,0.015843952713017802,0.028420797779602446,0.035803695095931364,0.9627028673437052,0.9659265492234375,0.7593102372126848,-0.37333333333333335
