date,ROA(NI),ROA(OI),ROA(EBITDA),ROE(NI),ROE(OI),ROE(EBITDA),PER (P/E),PBR (P/B),EV/EBITDA,PCR,Interest Coverage Ratio,Cash Flow To Debt Ratio,Cash Flow To Liability Ratio,Operating Cash Flow Per Share,Operating Cash Flow Ratio,Asset Efficiency Ratio,Current Liability Coverage Ratio,Cash Generating Power Ratio,External Financing Index Ratio,Debt Ratio,Cash Flow to Shareholder's Equity,Cash Flow  to Revenue Ratio,Asset Turnover Ratio,Capital Stock Turnover Ratio,Liability Turnover Ratio,Total Liabilites Growth Rate,Total Assets Growth Rate,Sales Growth Rate,EPS Growth,COGS Ratio
2013-03-01,0.0010653424920099312,0.001644817487663869,0.0015601249882990626,0.016081281119633965,0.024828421477593864,0.023549993271430494,37.05681818181818,0.5930140129188535,632.0971428571429,5.484495745941877e-16,-0.7834394904458599,-0.05133974227858458,-0.0011982107991731867,-0.9287146736918444,-0.08841141246917929,-0.0011188324916087563,-0.0022492545475180817,0.22350845948352627,-1.6613545816733069,14.094940115731395,-0.016888709460368724,-0.08841141246917929,0.012654842405088683,0.1910240882788319,0.01355267115080748,0.9975000476181406,1.0045674164095628,0.946648882960987,-0.26050420168067223,0.8700246565692145
2013-06-01,0.0014194813743445534,0.0021628060057047927,0.0020822045396536822,0.023804160096117744,0.03626943005181347,0.03491777427348502,30.647058823529413,0.7294739423293535,474.7247311827957,4.579142466865535e-16,69.0,0.06059405940594059,0.0014571151025694748,1.1487909538343715,0.10203401133711237,0.0013702249228688748,0.0034869445905935026,-0.574108818011257,2.2058823529411766,15.769617781782683,0.02297814823158369,0.10203401133711237,0.013429099815959985,0.22520087106705713,0.01428068036799299,0.969838594222643,0.9712818148605626,0.9966766367563975,-0.07031250000000006,0.8389463154384795
2013-09-01,0.001465701710130304,0.002213774986517284,0.0021311389850559317,0.025169915602360145,0.03801628202255583,0.036597206662185376,32.8046875,0.8265215131824633,463.82448979591834,5.010283789442173e-16,3.885496183206107,0.083690587138863,0.0020735677834992036,1.703687401819796,0.14921900963775342,0.0019528191924288027,0.004988539840906026,5.907894736842105,1.4209354120267261,16.172604376727165,0.03353499141085966,0.14921900963775342,0.013086933073537343,0.22473672417656285,0.013896136883182857,0.9688670338668325,0.9703686509527527,0.9638052530429212,-0.044776119402985114,0.8308408109006314
2013-12-01,0.0014813564329274726,0.002257907953322501,0.0021819409567621177,0.026092774308652988,0.03977103776390128,0.03843294677371394,38.52238805970149,1.01931848201011,453.7350096711799,5.835727570013101e-16,-14.078947368421053,0.05545112781954887,0.001319951855315379,1.1105631496323847,0.09449071108263933,0.0012450146658507248,0.003408401815026243,-1.0314685314685315,1.0677966101694916,16.614109426107643,0.021929824561403508,0.09449071108263933,0.013176053514528689,0.23208444840915848,0.01396911760099869,0.9825466119764533,0.9793179554368896,0.9829974811083123,0.07200000000000006,0.8286354900704677
2014-03-01,0.0013597906996929104,0.0020417526007547046,0.0019632236545718313,0.022711583597956646,0.03410189148143035,0.032790280270606105,40.536,0.9190242392654977,505.4736842105263,6.221063979965891e-16,-10.51063829787234,0.04888475836431227,0.0011562320025674505,1.0009933812642966,0.08280856423173803,0.0010870059392681928,0.0031392165338932462,-0.5106796116504855,-1.5247148288973384,15.702264255142897,0.01815546044456717,0.08280856423173803,0.013126733319831866,0.21924616871462102,0.01396271041883735,0.9734202350282872,0.9711951831409935,0.967702620353443,-0.17763157894736842,0.8444584382871536
2014-06-01,0.0015975915704967386,0.0024244856999498243,0.002352232814851982,0.025758850559834314,0.03909132095010032,0.03792634780920329,33.84210526315789,0.8731649524302634,422.5529010238908,5.1613752536539e-16,-2.2205882352941178,0.020889748549323017,0.0004621823566164828,0.41178623718887264,0.03290676416819013,0.0004335173105870547,0.0015279461348055943,-0.3176470588235294,2.5925925925925926,15.123551873665136,0.006989838845382176,0.03290676416819013,0.01317410938283994,0.21241343602355833,0.014045208281623115,1.0029185300909036,1.0027329882549931,0.9621811785400176,-0.10059171597633132,0.8159658744667886
2014-09-01,0.0017669835698703139,0.002688713040258245,0.002616262688874041,0.028410561739580637,0.043230649754077144,0.042065752006212785,31.70414201183432,0.9028431115713176,379.4230769230769,4.887945268733538e-16,2.2046204620462047,0.13960663324334746,0.0031073761556091573,2.780636934847065,0.21225447082966872,0.0029141141334535475,0.007761677981558415,2.3205128205128207,0.28314917127071826,15.078565881439296,0.04685477608076624,0.21225447082966872,0.013729341587306699,0.2207481232202951,0.014639861970694524,0.9804617967740714,0.9805388807981782,0.9256445047489824,0.2518518518518517,0.8041630020521842
2014-12-01,0.0013773941596908954,0.001965450692051765,0.0018904636174554123,0.022172808132147396,0.03163913595933926,0.030432020330368487,42.718518518518515,0.9558344510800508,520.7891440501044,6.698823808737255e-16,0.45231607629427795,0.2715370018975332,0.006021789536141258,5.4853226412346,0.38833107191316146,0.005647710723546336,0.014694454960250253,0.6820781696854147,0.5241090146750524,15.097649301143584,0.0909148665819568,0.38833107191316146,0.014543545783555729,0.23411689961880558,0.01550684447287249,0.9809090984141137,0.9802386985705167,1.1153147699757868,0.153846153846154,0.8648575305291724
2015-03-01,0.0011606089328200862,0.001663539470375457,0.0015939029344062517,0.018492264069530914,0.026505578499660974,0.025396042655489122,49.111111111111114,0.9049374443691056,618.9271844660194,7.975031517058073e-16,30.714285714285715,0.052603518748889286,0.0012218177014967266,1.158530857625951,0.08958837772397095,0.0011451341470491518,0.003425466572171037,-0.6851851851851852,1.037162162162162,14.933242926708994,0.018245700548603833,0.08958837772397095,0.012782173046791884,0.20366146828576712,0.013638127316706706,1.007263580234081,1.0128166950088946,0.9772256728778468,-0.14598540145985414,0.8698547215496368
2015-06-01,0.0013478884387220138,0.0020296692187732647,0.0019552218922159444,0.023402952581808287,0.03524049255051364,0.03394788761140213,43.22627737226277,1.0146607102523981,506.7875751503006,7.235104551353574e-16,-13.282051282051283,0.0517272562850425,0.0011891150240109765,1.1356010943065091,0.08459035788228335,0.00112062817870493,0.003322916254598679,-0.24655172413793103,-1.2132867132867133,16.36267773317913,0.01945710592557317,0.08459035788228335,0.013247705846857931,0.23001564732294713,0.014057335301332557,1.0228978739511165,1.0227706266130197,0.9098493003229279,0.5054945054945056,0.8467908902691511
