,Sym,Amount (000)
2019-03-01,ROK,24.8
2019-03-01,MPC,73.1
2019-03-01,UAL,52.4
2019-03-01,ADP,26.1
2019-03-01,BAC,141.8
2019-03-01,LMT,13.3
2019-03-01,VRTX,21.6
2019-03-01,CAT,28.1
2019-03-01,EMR,55.1
2019-03-01,ADI,35.7
2019-03-01,VLO,43.1
2019-03-01,SBNY,28.4
2019-03-01,RJF,63.9
2019-03-01,HBAN,265.8
2019-03-01,HST,178.6
2019-03-01,UNH,13.7
2019-03-01,CME,20.1
2019-03-01,LH,21.3
2019-03-01,FITB,121.2
2019-03-01,BXP,20.7
2019-03-01,EOG,28.8
2019-03-01,XOM,33.4
2019-03-01,DOV,28.1
2019-03-01,C,41.8
2019-03-01,MLM,13.1
2019-03-01,CVX,21.3
2019-03-01,ORCL,47.7
2019-03-01,MRO,147.9
2019-03-01,NEM,70.1
2019-03-01,JBHT,24.1
2019-03-01,V,14.7
2019-03-01,OXY,34.2
2019-03-01,PLD,30.5
2019-03-01,ACN,12.2
2019-03-01,EXPE,17.8
2019-03-01,STT,31.2
2019-03-01,DFS,27.6
2019-03-01,ETN,24.4
2019-03-01,ICE,24.8
2019-03-01,PSA,8.5
2019-03-01,TPR,52.7
2019-03-01,CTAS,8.2
2019-03-01,SPG,9.0
2019-03-01,DUK,17.9
2019-03-01,AAP,9.1
2019-03-01,BSX,41.0
2019-03-01,ALB,18.5
2019-03-01,AZO,1.4
2019-03-01,TSN,19.4
2019-03-01,KR,47.3
2019-03-01,CE,10.7
2019-03-01,EXPD,12.5
2019-03-01,NWL,57.6
2019-03-01,WFC,18.2
2019-03-01,DRI,7.3
2019-03-01,HES,13.8
2019-03-01,WAB,11.0
2019-03-01,FLT,3.3
2019-03-01,FMC,9.7
2019-03-01,VMC,6.1
2019-03-01,CBRE,14.3
2019-03-01,GOOGL,11.8
2019-03-01,SEE,15.2
2019-03-01,SWKS,8.2
2019-03-01,LKQ,23.2
2019-03-01,NTRS,7.2
2019-03-01,MTB,3.9
2019-03-01,APA,17.2
2019-03-01,USB,12.0
2019-03-01,GL,5.4
2019-03-01,PTC,4.5
2019-03-01,DPZ,1.7
2019-03-01,CL,3.2
2019-03-01,ENPH,0.0
2019-06-01,BIIB,247.2
2019-06-01,CCL,1025.5
2019-06-01,KR,1816.9
2019-06-01,NUE,655.8
2019-06-01,IPG,1490.0
2019-06-01,MU,790.5
2019-06-01,CMCSA,692.7
2019-06-01,K,547.7
2019-06-01,NTAP,452.2
2019-06-01,INTC,577.6
2019-06-01,CVS,443.4
2019-06-01,NEM,614.5
2019-06-01,EMN,291.6
2019-06-01,PHM,719.2
2019-06-01,STT,403.1
2019-06-01,MAS,574.2
2019-06-01,CAH,470.7
2019-06-01,IP,535.6
2019-06-01,CLX,144.0
2019-06-01,LYB,250.1
2019-06-01,RL,191.6
2019-06-01,URI,161.2
2019-06-01,EQT,1330.5
2019-06-01,SWK,143.6
2019-06-01,FFIV,139.2
2019-06-01,MNST,306.9
2019-06-01,MMM,111.2
2019-06-01,WBA,346.4
2019-06-01,COP,282.6
2019-06-01,BK,377.7
2019-06-01,MCK,124.8
2019-06-01,CMA,228.6
2019-06-01,OXY,334.8
2019-06-01,GWW,61.6
2019-06-01,SLB,411.3
2019-06-01,EOG,172.6
2019-06-01,ABC,176.4
2019-06-01,HST,736.5
2019-06-01,SCHW,326.8
2019-06-01,ROK,80.7
2019-06-01,EMR,198.2
2019-06-01,SPG,78.9
2019-06-01,ELV,44.3
2019-06-01,CNP,433.3
2019-06-01,BWA,292.0
2019-06-01,MRO,783.2
2019-06-01,CTRA,475.7
2019-06-01,NRG,295.1
2019-06-01,LRCX,53.7
2019-06-01,PXD,67.1
2019-06-01,VZ,165.9
2019-06-01,PLD,105.9
2019-06-01,UPS,80.9
2019-06-01,GOOGL,150.2
2019-06-01,PSX,85.0
2019-06-01,IBM,57.3
2019-06-01,MO,153.4
2019-06-01,TXT,137.4
2019-06-01,MPC,127.9
2019-06-01,MLM,30.5
2019-06-01,LEN,136.3
2019-06-01,DUK,72.7
2019-06-01,DVA,113.3
2019-06-01,KO,121.8
2019-06-01,GILD,91.5
2019-06-01,UNH,23.6
2019-06-01,BKNG,3.0
2019-06-01,NOC,17.4
2019-06-01,ETN,60.5
2019-06-01,AAP,30.7
2019-06-01,DGX,34.6
2019-06-01,META,18.2
2019-06-01,ARE,23.7
2019-06-01,T,127.7
2019-06-01,SWKS,38.2
2019-06-01,RJF,52.8
2019-06-01,PPG,25.4
2019-06-01,LUV,56.8
2019-06-01,SEE,64.3
2019-06-01,CPB,69.5
2019-06-01,AKAM,33.5
2019-06-01,CVX,21.3
2019-06-01,DOV,25.7
2019-06-01,LVS,42.2
2019-06-01,XOM,32.2
2019-06-01,NTRS,26.4
2019-06-01,SJM,20.6
2019-06-01,GM,58.0
2019-06-01,LNC,32.3
2019-06-01,RTX,23.7
2019-06-01,JBHT,21.1
2019-06-01,EL,10.2
2019-06-01,RHI,32.4
2019-06-01,APH,37.6
2019-06-01,HES,28.6
2019-06-01,EFX,13.5
2019-06-01,GPC,17.2
2019-06-01,EA,17.5
2019-06-01,ULTA,4.9
2019-06-01,PRU,16.2
2019-06-01,COF,17.4
2019-06-01,EIX,23.5
2019-06-01,ALK,24.4
2019-06-01,CDNS,21.1
2019-06-01,INTU,5.5
2019-06-01,CHD,19.0
2019-06-01,EW,22.3
2019-06-01,FDX,8.1
2019-06-01,MKC,16.3
2019-06-01,UDR,27.8
2019-06-01,PH,7.3
2019-06-01,ORCL,17.1
2019-06-01,FANG,8.6
2019-06-01,FRT,6.6
2019-06-01,REGN,2.3
2019-06-01,EXR,6.5
2019-06-01,DVN,21.8
2019-06-01,MCO,3.1
2019-06-01,CME,3.0
2019-06-01,PNW,6.1
2019-06-01,O,8.6
2019-06-01,APA,19.4
2019-06-01,DFS,7.0
2019-06-01,BSX,12.5
2019-06-01,LKQ,19.3
2019-06-01,NVR,0.1
2019-06-01,ESS,1.5
2019-06-01,WRK,11.5
2019-06-01,FLT,1.5
2019-06-01,ICE,4.9
2019-06-01,IRM,13.2
2019-06-01,HRL,9.6
2019-06-01,NWL,24.4
2019-06-01,FMC,4.3
2019-06-01,VFC,4.1
2019-06-01,VMC,2.5
2019-06-01,WAB,4.4
2019-06-01,FDS,1.1
2019-06-01,GD,1.6
2019-06-01,SBNY,1.7
2019-06-01,ENPH,0.0
2019-09-01,BIIB,237.5
2019-09-01,RL,503.2
2019-09-01,WBA,844.8
2019-09-01,DVA,727.8
2019-09-01,ABC,399.2
2019-09-01,ELV,129.3
2019-09-01,CLX,180.5
2019-09-01,EQT,2529.3
2019-09-01,IVZ,1531.5
2019-09-01,SPG,164.1
2019-09-01,NEM,669.1
2019-09-01,MLM,87.3
2019-09-01,MCK,168.6
2019-09-01,PGR,297.2
2019-09-01,URI,179.5
2019-09-01,CMCSA,493.2
2019-09-01,AMT,98.8
2019-09-01,NRG,545.8
2019-09-01,COP,372.1
2019-09-01,IPG,961.0
2019-09-01,VZ,328.5
2019-09-01,MAS,445.2
2019-09-01,CMA,275.8
2019-09-01,REGN,61.7
2019-09-01,CAH,349.5
2019-09-01,SLB,481.7
2019-09-01,LYB,182.1
2019-09-01,MU,378.3
2019-09-01,CCL,369.7
2019-09-01,IP,388.2
2019-09-01,MO,344.3
2019-09-01,CVS,210.0
2019-09-01,CTRA,752.0
2019-09-01,BEN,451.5
2019-09-01,BWA,336.6
2019-09-01,CF,228.3
2019-09-01,BMY,219.6
2019-09-01,INTC,215.4
2019-09-01,OXY,248.3
2019-09-01,EMN,146.9
2019-09-01,MPC,176.4
2019-09-01,MRO,873.0
2019-09-01,UNH,49.3
2019-09-01,UNP,59.5
2019-09-01,GOOGL,144.4
2019-09-01,BXP,67.7
2019-09-01,BKNG,4.3
2019-09-01,PHM,224.0
2019-09-01,GILD,122.7
2019-09-01,DUK,78.4
2019-09-01,NOC,20.0
2019-09-01,FFIV,52.4
2019-09-01,MHK,59.1
2019-09-01,MNST,120.9
2019-09-01,CNP,230.5
2019-09-01,EMR,96.4
2019-09-01,ORCL,111.2
2019-09-01,FDX,41.9
2019-09-01,ISRG,33.6
2019-09-01,CSX,252.6
2019-09-01,AXP,48.6
2019-09-01,VRTX,32.3
2019-09-01,META,29.8
2019-09-01,ADP,32.9
2019-09-01,EOG,70.5
2019-09-01,AKAM,53.1
2019-09-01,NVDA,108.9
2019-09-01,FDS,19.2
2019-09-01,MMM,27.9
2019-09-01,GIS,79.8
2019-09-01,EA,41.5
2019-09-01,V,23.5
2019-09-01,DISH,118.3
2019-09-01,EL,20.2
2019-09-01,JNPR,157.6
2019-09-01,APTV,44.3
2019-09-01,ETN,45.0
2019-09-01,DRI,29.6
2019-09-01,IBM,24.7
2019-09-01,CMG,4.1
2019-09-01,CSCO,68.9
2019-09-01,SPGI,13.7
2019-09-01,PSX,29.2
2019-09-01,RCL,26.5
2019-09-01,HST,162.8
2019-09-01,LUV,51.1
2019-09-01,NUE,53.7
2019-09-01,CTSH,42.3
2019-09-01,CVX,19.7
2019-09-01,XOM,33.2
2019-09-01,RTX,26.8
2019-09-01,CMI,13.6
2019-09-01,KO,39.0
2019-09-01,NVR,0.6
2019-09-01,EW,28.7
2019-09-01,FITB,76.1
2019-09-01,AAPL,33.2
2019-09-01,KR,69.2
2019-09-01,TXT,36.2
2019-09-01,CAT,13.7
2019-09-01,SBAC,7.2
2019-09-01,IRM,48.5
2019-09-01,LMT,4.0
2019-09-01,CL,20.8
2019-09-01,SWK,10.5
2019-09-01,EFX,10.5
2019-09-01,PXD,11.7
2019-09-01,TXN,9.2
2019-09-01,LOW,10.1
2019-09-01,FISV,10.6
2019-09-01,BSX,26.6
2019-09-01,VRSN,5.7
2019-09-01,CDNS,15.1
2019-09-01,IDXX,3.6
2019-09-01,EXR,7.9
2019-09-01,LLY,8.1
2019-09-01,F,98.1
2019-09-01,HES,14.3
2019-09-01,GM,21.4
2019-09-01,FANG,7.9
2019-09-01,ALK,10.7
2019-09-01,MRK,8.3
2019-09-01,PLD,7.1
2019-09-01,UHS,4.0
2019-09-01,ROP,1.6
2019-09-01,GPC,5.7
2019-09-01,J,6.2
2019-09-01,ALLE,5.4
2019-09-01,PWR,14.6
2019-09-01,DPZ,2.1
2019-09-01,DAL,8.8
2019-09-01,RHI,8.9
2019-09-01,ANSS,2.2
2019-09-01,JKHY,3.3
2019-09-01,JBHT,4.4
2019-09-01,PTC,6.9
2019-09-01,SNPS,3.4
2019-09-01,FTNT,29.6
2019-09-01,CRL,3.4
2019-09-01,DVN,18.7
2019-09-01,ULTA,1.8
2019-09-01,APA,17.0
2019-09-01,SNA,2.7
2019-09-01,APH,8.6
2019-09-01,TECH,8.4
2019-09-01,BALL,4.8
2019-09-01,NWSA,24.6
2019-09-01,GPN,2.0
2019-09-01,STLD,10.5
2019-09-01,IT,2.2
2019-09-01,AWK,2.3
2019-09-01,LEN,4.6
2019-09-01,PKG,2.4
2019-09-01,WRK,6.8
2019-09-01,TSCO,2.3
2019-09-01,AES,11.9
2019-09-01,ENPH,0.0
2019-12-01,JPM,649.4
2019-12-01,BAC,1877.5
2019-12-01,WFC,883.4
2019-12-01,C,452.0
2019-12-01,USB,325.4
2019-12-01,TSLA,637.2
2019-12-01,GS,76.3
2019-12-01,MS,335.7
2019-12-01,BLK,32.1
2019-12-01,PNC,90.8
2019-12-01,VFC,131.6
2019-12-01,SCHW,266.3
2019-12-01,PPG,86.6
2019-12-01,AON,48.4
2019-12-01,JCI,246.8
2019-12-01,BK,190.8
2019-12-01,TFC,158.3
2019-12-01,APTV,93.5
2019-12-01,UPS,75.9
2019-12-01,SHW,43.4
2019-12-01,MAR,50.1
2019-12-01,NSC,38.7
2019-12-01,HD,34.1
2019-12-01,HLT,65.7
2019-12-01,LOW,60.1
2019-12-01,DHI,134.8
2019-12-01,LUV,122.1
2019-12-01,LEN,116.3
2019-12-01,CSX,263.3
2019-12-01,DAL,104.2
2019-12-01,STT,75.2
2019-12-01,TROW,48.5
2019-12-01,GPC,53.2
2019-12-01,ODFL,43.9
2019-12-01,CE,44.4
2019-12-01,DD,85.0
2019-12-01,ORLY,12.4
2019-12-01,KMX,60.3
2019-12-01,WY,172.8
2019-12-01,NVR,1.3
2019-12-01,F,551.9
2019-12-01,MAS,104.1
2019-12-01,FAST,133.1
2019-12-01,IFF,37.6
2019-12-01,FTV,73.0
2019-12-01,NTRS,43.8
2019-12-01,MTB,27.4
2019-12-01,FITB,148.8
2019-12-01,JBHT,39.0
2019-12-01,UNP,24.6
2019-12-01,VMC,30.7
2019-12-01,AMP,26.3
2019-12-01,NEM,100.7
2019-12-01,ALLE,34.0
2019-12-01,ROP,11.9
2019-12-01,IP,95.9
2019-12-01,KEY,204.2
2019-12-01,FRC,34.8
2019-12-01,MLM,14.5
2019-12-01,LKQ,112.1
2019-12-01,NUE,70.5
2019-12-01,MGM,119.3
2019-12-01,PHM,99.2
2019-12-01,CFG,91.7
2019-12-01,AJG,38.6
2019-12-01,ANET,70.9
2019-12-01,MHK,26.3
2019-12-01,RF,199.4
2019-12-01,WHR,23.1
2019-12-01,BWA,75.5
2019-12-01,HBAN,213.5
2019-12-01,RL,27.3
2019-12-01,PFG,57.5
2019-12-01,ADBE,9.3
2019-12-01,MKTX,7.8
2019-12-01,URI,17.6
2019-12-01,GM,79.4
2019-12-01,NCLH,49.4
2019-12-01,AAP,17.8
2019-12-01,NOW,10.1
2019-12-01,AOS,59.6
2019-12-01,LVS,41.1
2019-12-01,ALB,38.8
2019-12-01,APD,11.8
2019-12-01,GWW,8.1
2019-12-01,TPR,101.0
2019-12-01,BEN,103.0
2019-12-01,SIVB,10.7
2019-12-01,COP,41.1
2019-12-01,RJF,42.7
2019-12-01,EOG,29.5
2019-12-01,PKG,22.0
2019-12-01,CVX,20.4
2019-12-01,ITW,13.6
2019-12-01,ATVI,41.1
2019-12-01,XOM,34.8
2019-12-01,FDS,8.8
2019-12-01,AMAT,38.3
2019-12-01,BRO,58.4
2019-12-01,ADSK,11.8
2019-12-01,DE,12.4
2019-12-01,CMA,29.7
2019-12-01,PAYC,7.7
2019-12-01,CAT,13.7
2019-12-01,CHRW,25.5
2019-12-01,ALK,28.6
2019-12-01,NWL,98.3
2019-12-01,OXY,45.8
2019-12-01,EMR,24.6
2019-12-01,CCL,36.7
2019-12-01,LRCX,6.3
2019-12-01,ZION,35.2
2019-12-01,MU,34.0
2019-12-01,PNR,39.1
2019-12-01,ADI,15.1
2019-12-01,STLD,50.1
2019-12-01,RHI,27.0
2019-12-01,IVZ,93.8
2019-12-01,EA,15.7
2019-12-01,ETN,17.6
2019-12-01,APH,30.3
2019-12-01,FDX,10.8
2019-12-01,LYB,16.4
2019-12-01,SBNY,11.2
2019-12-01,TXN,11.8
2019-12-01,RCL,11.2
2019-12-01,AMD,31.1
2019-12-01,MSI,8.8
2019-12-01,TT,13.1
2019-12-01,A,15.8
2019-12-01,PWR,33.0
2019-12-01,PXD,8.5
2019-12-01,KLAC,6.7
2019-12-01,CMI,6.5
2019-12-01,ANSS,4.5
2019-12-01,TEL,12.1
2019-12-01,FSLR,20.6
2019-12-01,PCAR,14.4
2019-12-01,PH,5.5
2019-12-01,HPQ,54.2
2019-12-01,GLW,37.7
2019-12-01,BALL,16.8
2019-12-01,MCHP,20.7
2019-12-01,HES,15.8
2019-12-01,CDNS,15.0
2019-12-01,FCX,77.7
2019-12-01,UAL,11.3
2019-12-01,ROK,4.9
2019-12-01,GRMN,10.2
2019-12-01,KEYS,9.6
2019-12-01,AME,9.8
2019-12-01,FTNT,45.8
2019-12-01,QCOM,10.6
2019-12-01,TFX,2.5
2019-12-01,HPE,56.9
2019-12-01,SWKS,7.3
2019-12-01,POOL,4.2
2019-12-01,WYNN,5.7
2019-12-01,NVDA,13.4
2019-12-01,FANG,8.0
2019-12-01,ZBRA,2.9
2019-12-01,NTAP,11.7
2019-12-01,DOV,6.2
2019-12-01,EXPD,9.1
2019-12-01,FMC,6.9
2019-12-01,CDAY,9.6
2019-12-01,J,7.1
2019-12-01,WAB,8.1
2019-12-01,XYL,7.7
2019-12-01,QRVO,5.0
2019-12-01,EMN,7.3
2019-12-01,MRO,40.8
2019-12-01,TXT,12.2
2019-12-01,IEX,3.2
2019-12-01,TRMB,12.7
2019-12-01,SNA,2.9
2019-12-01,DVN,18.9
2019-12-01,MTD,0.6
2019-12-01,TER,7.1
2019-12-01,PTC,6.1
2019-12-01,NWSA,31.5
2019-12-01,APA,17.3
2019-12-01,ON,17.8
2019-12-01,FFIV,3.1
2019-12-01,JNPR,17.4
2019-12-01,NDSN,2.5
2019-12-01,CTRA,21.1
2019-12-01,IR,9.7
2019-12-01,AAL,11.5
2019-12-01,SEE,8.3
2019-12-01,ENPH,0.0
2020-03-01,SHW,66.6
2020-03-01,HD,52.3
2020-03-01,LOW,103.1
2020-03-01,TSLA,244.5
2020-03-01,ORLY,18.6
2020-03-01,UNH,22.0
2020-03-01,MCD,32.5
2020-03-01,LMT,15.3
2020-03-01,PM,67.4
2020-03-01,PPG,57.9
2020-03-01,VFC,87.0
2020-03-01,PEP,37.9
2020-03-01,ACN,27.8
2020-03-01,JCI,162.4
2020-03-01,SPGI,17.6
2020-03-01,ABT,54.6
2020-03-01,HON,31.0
2020-03-01,FIS,33.8
2020-03-01,LLY,28.8
2020-03-01,AMT,18.2
2020-03-01,MO,101.8
2020-03-01,BMY,69.1
2020-03-01,TMO,12.9
2020-03-01,KO,82.6
2020-03-01,PG,33.2
2020-03-01,MRK,49.6
2020-03-01,CI,20.1
2020-03-01,RTX,59.8
2020-03-01,FISV,37.3
2020-03-01,SYK,20.0
2020-03-01,ADP,23.7
2020-03-01,MDLZ,62.7
2020-03-01,APTV,62.6
2020-03-01,DHI,90.2
2020-03-01,LEN,77.5
2020-03-01,NOC,9.2
2020-03-01,PFE,88.7
2020-03-01,TMUS,31.5
2020-03-01,ODFL,19.6
2020-03-01,IFF,25.1
2020-03-01,TJX,52.6
2020-03-01,JBHT,26.2
2020-03-01,GPC,35.6
2020-03-01,PGR,32.0
2020-03-01,MAS,67.8
2020-03-01,CCI,16.2
2020-03-01,NVR,0.9
2020-03-01,HUM,7.3
2020-03-01,CB,19.7
2020-03-01,KMX,40.3
2020-03-01,CE,29.4
2020-03-01,WM,23.3
2020-03-01,EL,13.3
2020-03-01,GD,15.9
2020-03-01,ALLE,22.8
2020-03-01,TGT,22.6
2020-03-01,CL,31.4
2020-03-01,AAP,21.6
2020-03-01,COST,7.0
2020-03-01,BDX,8.7
2020-03-01,PSA,9.6
2020-03-01,VZ,35.5
2020-03-01,MMC,22.0
2020-03-01,IBM,17.9
2020-03-01,GPN,13.1
2020-03-01,CVS,31.5
2020-03-01,WBA,39.1
2020-03-01,GIS,33.3
2020-03-01,DG,11.5
2020-03-01,DD,49.3
2020-03-01,HCA,18.6
2020-03-01,KHC,67.1
2020-03-01,F,337.9
2020-03-01,ELV,7.2
2020-03-01,KMB,12.6
2020-03-01,SBUX,24.4
2020-03-01,ALL,17.5
2020-03-01,LKQ,75.5
2020-03-01,HSY,11.4
2020-03-01,AOS,40.0
2020-03-01,STZ,10.5
2020-03-01,PHM,66.5
2020-03-01,ALB,26.0
2020-03-01,TRV,14.1
2020-03-01,CMCSA,40.5
2020-03-01,ROST,16.0
2020-03-01,NEM,30.6
2020-03-01,GE,27.9
2020-03-01,HRL,29.6
2020-03-01,BAX,16.6
2020-03-01,MHK,17.6
2020-03-01,WHR,15.5
2020-03-01,RSG,17.5
2020-03-01,KR,42.3
2020-03-01,SYY,27.9
2020-03-01,EQR,20.4
2020-03-01,SBAC,4.6
2020-03-01,PAYX,19.7
2020-03-01,BWA,50.8
2020-03-01,RL,18.2
2020-03-01,CLX,6.9
2020-03-01,AEP,14.5
2020-03-01,TSN,20.1
2020-03-01,AVB,7.7
2020-03-01,V,6.8
2020-03-01,AFL,31.7
2020-03-01,COP,35.0
2020-03-01,JNJ,8.2
2020-03-01,XOM,28.3
2020-03-01,CVX,14.8
2020-03-01,EOG,29.0
2020-03-01,CTAS,5.7
2020-03-01,SO,17.4
2020-03-01,MCK,6.9
2020-03-01,SPG,16.9
2020-03-01,AZO,1.1
2020-03-01,YUM,13.1
2020-03-01,K,14.9
2020-03-01,XEL,14.8
2020-03-01,TPR,67.6
2020-03-01,CHD,13.5
2020-03-01,ADM,24.3
2020-03-01,WEC,9.6
2020-03-01,D,11.7
2020-03-01,MKC,11.6
2020-03-01,SRE,7.2
2020-03-01,EFX,6.6
2020-03-01,BXP,8.5
2020-03-01,ES,10.0
2020-03-01,CAG,26.8
2020-03-01,ED,10.1
2020-03-01,CPB,16.6
2020-03-01,GM,36.3
2020-03-01,DLTR,10.2
2020-03-01,T,32.9
2020-03-01,SJM,6.3
2020-03-01,PEG,15.1
2020-03-01,LH,5.4
2020-03-01,CINF,8.9
2020-03-01,PEAK,27.7
2020-03-01,DLR,4.7
2020-03-01,IDXX,2.7
2020-03-01,ROL,26.9
2020-03-01,FE,16.1
2020-03-01,POOL,3.3
2020-03-01,ZBH,6.5
2020-03-01,CPRT,18.6
2020-03-01,ACGL,22.3
2020-03-01,AWK,5.3
2020-03-01,EXC,23.5
2020-03-01,EIX,10.9
2020-03-01,PXD,8.5
2020-03-01,CDW,6.3
2020-03-01,DGX,7.3
2020-03-01,ETR,6.0
2020-03-01,L,15.9
2020-03-01,DTE,6.7
2020-03-01,PPL,21.6
2020-03-01,AEE,7.3
2020-03-01,DVA,6.9
2020-03-01,WRB,15.1
2020-03-01,OMC,9.5
2020-03-01,BSX,15.8
2020-03-01,HES,15.4
2020-03-01,CMS,8.6
2020-03-01,RMD,3.4
2020-03-01,UHS,4.8
2020-03-01,HLT,6.9
2020-03-01,EW,7.4
2020-03-01,LW,8.0
2020-03-01,LUV,12.8
2020-03-01,OXY,38.9
2020-03-01,DUK,5.5
2020-03-01,FAST,14.1
2020-03-01,NOW,1.5
2020-03-01,LUMN,45.3
2020-03-01,GL,5.9
2020-03-01,COO,1.5
2020-03-01,KDP,17.0
2020-03-01,LDOS,4.4
2020-03-01,CAH,8.3
2020-03-01,HSIC,7.9
2020-03-01,ANET,7.5
2020-03-01,WAT,2.1
2020-03-01,EVRG,6.8
2020-03-01,IRM,15.8
2020-03-01,ATVI,6.3
2020-03-01,AVY,3.6
2020-03-01,DRI,6.7
2020-03-01,LNT,7.4
2020-03-01,APD,1.8
2020-03-01,ATO,3.6
2020-03-01,VMC,3.3
2020-03-01,AIZ,3.3
2020-03-01,RE,1.8
2020-03-01,CTRA,18.6
2020-03-01,NSC,2.2
2020-03-01,WY,18.3
2020-03-01,FRT,4.1
2020-03-01,IP,10.0
2020-03-01,NI,11.7
2020-03-01,MLM,1.5
2020-03-01,XRAY,7.3
2020-03-01,ADSK,1.8
2020-03-01,MAR,3.7
2020-03-01,FTV,5.8
2020-03-01,TAP,6.9
2020-03-01,NUE,7.4
2020-03-01,LVS,6.2
2020-03-01,PKI,3.5
2020-03-01,PNW,3.4
2020-03-01,FDS,0.9
2020-03-01,EA,2.4
2020-03-01,CNP,15.0
2020-03-01,PKG,2.3
2020-03-01,FANG,7.7
2020-03-01,MGM,12.4
2020-03-01,DVN,21.0
2020-03-01,NWL,10.5
2020-03-01,MRO,40.7
2020-03-01,APA,22.5
2020-03-01,FCX,11.9
2020-03-01,ENPH,0.0
2020-06-01,LOW,102.6
2020-06-01,SHW,64.8
2020-06-01,TSLA,135.7
2020-06-01,HD,35.2
2020-06-01,UPS,55.9
2020-06-01,NSC,33.1
2020-06-01,PPG,54.4
2020-06-01,JCI,168.2
2020-06-01,VFC,89.6
2020-06-01,CSX,223.2
2020-06-01,ECL,25.1
2020-06-01,TT,55.2
2020-06-01,FAST,110.5
2020-06-01,DHI,83.9
2020-06-01,ODFL,27.2
2020-06-01,APTV,58.8
2020-06-01,LEN,72.0
2020-06-01,DD,72.3
2020-06-01,LMT,10.2
2020-06-01,KMX,37.6
2020-06-01,WY,144.0
2020-06-01,PM,45.7
2020-06-01,FTV,55.7
2020-06-01,ANET,58.4
2020-06-01,FIS,22.7
2020-06-01,MAS,60.5
2020-06-01,IFF,24.6
2020-06-01,VMC,25.5
2020-06-01,JBHT,24.3
2020-06-01,PAYC,9.4
2020-06-01,GPC,33.3
2020-06-01,ROP,7.3
2020-06-01,AAP,19.7
2020-06-01,NVR,0.9
2020-06-01,IP,80.0
2020-06-01,MO,67.6
2020-06-01,MLM,12.0
2020-06-01,SYK,13.7
2020-06-01,GWW,7.8
2020-06-01,NUE,58.1
2020-06-01,FDS,7.3
2020-06-01,CI,12.8
2020-06-01,FISV,24.5
2020-06-01,CE,27.3
2020-06-01,ADP,15.6
2020-06-01,SPGI,6.7
2020-06-01,PHM,63.9
2020-06-01,ALLE,21.3
2020-06-01,URI,13.9
2020-06-01,AMT,8.0
2020-06-01,TMUS,19.3
2020-06-01,ALB,24.5
2020-06-01,NOC,6.1
2020-06-01,HUM,4.8
2020-06-01,WHR,14.3
2020-06-01,LKQ,70.1
2020-06-01,PKG,18.3
2020-06-01,F,300.2
2020-06-01,UNP,10.4
2020-06-01,NOW,4.3
2020-06-01,AOS,37.2
2020-06-01,CCI,10.3
2020-06-01,PGR,21.3
2020-06-01,TJX,33.5
2020-06-01,BWA,47.8
2020-06-01,MHK,16.4
2020-06-01,TGT,13.8
2020-06-01,WM,15.4
2020-06-01,CHRW,20.2
2020-06-01,GD,10.4
2020-06-01,KHC,44.5
2020-06-01,GIS,22.1
2020-06-01,DG,7.1
2020-06-01,ATVI,17.5
2020-06-01,NWL,81.8
2020-06-01,ELV,4.9
2020-06-01,PSA,6.4
2020-06-01,STZ,7.0
2020-06-01,APD,5.0
2020-06-01,PNR,32.0
2020-06-01,RL,16.7
2020-06-01,ADSK,5.0
2020-06-01,HCA,12.3
2020-06-01,RHI,22.1
2020-06-01,NEM,18.3
2020-06-01,POOL,4.1
2020-06-01,ALL,11.5
2020-06-01,CDAY,13.8
2020-06-01,FDX,7.7
2020-06-01,STLD,40.6
2020-06-01,TRV,9.2
2020-06-01,PWR,26.6
2020-06-01,WBA,24.4
2020-06-01,CTAS,3.8
2020-06-01,SYY,18.5
2020-06-01,CLX,4.6
2020-06-01,PAYX,13.1
2020-06-01,GM,39.0
2020-06-01,DLR,6.9
2020-06-01,HSY,7.6
2020-06-01,KR,28.2
2020-06-01,RSG,11.6
2020-06-01,HRL,19.6
2020-06-01,CVS,13.8
2020-06-01,SBUX,11.8
2020-06-01,ORLY,2.1
2020-06-01,EA,6.6
2020-06-01,SBAC,2.8
2020-06-01,TPR,63.6
2020-06-01,EQR,13.5
2020-06-01,LVS,17.4
2020-06-01,TSN,13.3
2020-06-01,AVB,5.1
2020-06-01,AMAT,13.1
2020-06-01,ITW,4.4
2020-06-01,EFX,4.4
2020-06-01,AZO,0.7
2020-06-01,CPRT,16.9
2020-06-01,CHD,9.0
2020-06-01,LRCX,2.1
2020-06-01,COST,2.2
2020-06-01,AEP,8.2
2020-06-01,APH,13.5
2020-06-01,CAG,17.8
2020-06-01,A,7.0
2020-06-01,DLTR,6.6
2020-06-01,CDNS,6.4
2020-06-01,DE,3.8
2020-06-01,LH,3.6
2020-06-01,FSLR,11.7
2020-06-01,ANSS,2.0
2020-06-01,MCK,3.7
2020-06-01,DGX,4.9
2020-06-01,XEL,8.9
2020-06-01,CPB,11.0
2020-06-01,MSI,3.9
2020-06-01,PEAK,19.6
2020-06-01,ADI,4.3
2020-06-01,BALL,7.4
2020-06-01,FTNT,18.5
2020-06-01,ROL,17.9
2020-06-01,EMR,8.1
2020-06-01,LYB,7.6
2020-06-01,ETN,5.6
2020-06-01,SRE,4.1
2020-06-01,ES,5.7
