,Sym,Amount (000)
2015-03-01,GIS,66.0
2015-03-01,ILMN,19.5
2015-03-01,EMR,63.5
2015-03-01,KLAC,60.3
2015-03-01,AFL,105.8
2015-03-01,EQT,74.9
2015-03-01,CTRA,110.5
2015-03-01,GD,23.4
2015-03-01,ADI,48.6
2015-03-01,INTU,31.4
2015-03-01,ELV,19.5
2015-03-01,MMM,17.6
2015-03-01,CHRW,37.7
2015-03-01,CI,20.3
2015-03-01,MO,52.1
2015-03-01,GILD,25.2
2015-03-01,HST,114.8
2015-03-01,DHR,35.7
2015-03-01,ROST,43.7
2015-03-01,HUM,12.5
2015-03-01,BSX,111.1
2015-03-01,FMC,38.8
2015-03-01,IP,35.1
2015-03-01,ROK,15.5
2015-03-01,JCI,39.5
2015-03-01,AEP,31.1
2015-03-01,ED,28.4
2015-03-01,ON,141.0
2015-03-01,LNC,28.0
2015-03-01,SYK,17.4
2015-03-01,COST,10.4
2015-03-01,PCG,29.6
2015-03-01,ADM,31.9
2015-03-01,PLD,34.1
2015-03-01,PSA,7.5
2015-03-01,VTR,17.4
2015-03-01,META,17.6
2015-03-01,HSY,14.0
2015-03-01,AMT,14.7
2015-03-01,MDLZ,37.9
2015-03-01,PPG,11.6
2015-03-01,WHR,6.0
2015-03-01,AKAM,15.3
2015-03-01,RCL,13.0
2015-03-01,RHI,17.4
2015-03-01,CF,17.4
2015-03-01,SPG,5.0
2015-03-01,TAP,13.0
2015-03-01,JBHT,10.1
2015-03-01,ORCL,17.7
2015-03-01,PM,9.6
2015-03-01,ADP,8.4
2015-03-01,AMGN,4.4
2015-03-01,LHX,8.7
2015-03-01,NDAQ,39.9
2015-03-01,LKQ,26.3
2015-03-01,TRMB,25.2
2015-03-01,CTAS,7.7
2015-03-01,MAS,25.3
2015-03-01,CNP,28.7
2015-03-01,CSX,46.2
2015-03-01,RSG,12.4
2015-03-01,STLD,24.9
2015-03-01,PGR,17.5
2015-03-01,RE,2.6
2015-03-01,TECH,17.1
2015-03-01,AME,8.1
2015-03-01,IFF,3.6
2015-03-01,CRL,4.7
2015-03-01,EFX,3.7
2015-03-01,FDS,2.1
2015-03-01,ANSS,3.8
2015-03-01,JKHY,4.7
2015-03-01,FITB,16.9
2015-03-01,ALK,4.7
2015-03-01,UAL,4.6
2015-03-01,RF,29.6
2015-03-01,APH,8.9
2015-03-01,SNA,1.7
2015-03-01,BAC,15.3
2015-03-01,NWL,6.0
2015-03-01,CE,4.2
2015-03-01,EIX,3.7
2015-03-01,LYB,2.6
2015-03-01,VRSK,3.2
2015-03-01,MLM,1.6
2015-03-01,AMP,1.7
2015-03-01,FLT,1.4
2015-03-01,LVS,3.8
2015-03-01,SWKS,2.1
2015-03-01,AVY,3.8
2015-03-01,ENPH,0.0
2015-06-01,AAPL,2125.9
2015-06-01,KO,732.9
2015-06-01,LUMN,685.5
2015-06-01,XOM,231.8
2015-06-01,JNJ,195.0
2015-06-01,CMG,28.7
2015-06-01,NEM,695.5
2015-06-01,ETR,216.1
2015-06-01,IBM,94.2
2015-06-01,OXY,187.7
2015-06-01,MU,723.0
2015-06-01,QCOM,216.8
2015-06-01,VZ,290.7
2015-06-01,COP,217.8
2015-06-01,DUK,184.2
2015-06-01,CVX,131.5
2015-06-01,EOG,142.4
2015-06-01,UNH,100.0
2015-06-01,CSCO,437.9
2015-06-01,GOOGL,423.8
2015-06-01,SYY,295.7
2015-06-01,AMAT,512.5
2015-06-01,GILD,81.7
2015-06-01,CMCSA,309.0
2015-06-01,CAH,109.3
2015-06-01,IP,188.3
2015-06-01,PEG,214.4
2015-06-01,VLO,134.4
2015-06-01,WMT,116.1
2015-06-01,INTC,265.6
2015-06-01,INTU,72.3
2015-06-01,PAYX,153.6
2015-06-01,GLW,360.6
2015-06-01,MET,140.2
2015-06-01,IPG,357.4
2015-06-01,CRM,96.9
2015-06-01,KLAC,119.2
2015-06-01,MCK,29.7
2015-06-01,URI,75.1
2015-06-01,AMGN,42.6
2015-06-01,DVN,106.6
2015-06-01,DVA,79.5
2015-06-01,MDT,85.1
2015-06-01,SYK,65.7
2015-06-01,MOS,126.6
2015-06-01,TGT,71.7
2015-06-01,PEP,61.2
2015-06-01,APA,98.5
2015-06-01,TMO,43.7
2015-06-01,ELV,33.5
2015-06-01,PRU,62.6
2015-06-01,PXD,38.7
2015-06-01,SO,127.4
2015-06-01,ROK,41.4
2015-06-01,DGX,70.4
2015-06-01,HES,74.9
2015-06-01,AEP,94.4
2015-06-01,TSN,115.9
2015-06-01,LH,40.0
2015-06-01,PCG,97.7
2015-06-01,FCX,253.1
2015-06-01,BA,33.9
2015-06-01,SLB,54.4
2015-06-01,MRO,175.9
2015-06-01,ED,80.6
2015-06-01,NTAP,145.9
2015-06-01,EW,191.7
2015-06-01,HUM,23.6
2015-06-01,ABC,42.3
2015-06-01,MAS,191.2
2015-06-01,VTR,62.9
2015-06-01,MCHP,182.5
2015-06-01,SWK,39.6
2015-06-01,AFL,133.8
2015-06-01,PSX,51.1
2015-06-01,NEE,166.3
2015-06-01,DOV,71.4
2015-06-01,GS,19.3
2015-06-01,CPB,83.8
2015-06-01,WDC,49.6
2015-06-01,GIS,69.4
2015-06-01,TPR,110.1
2015-06-01,EMN,45.5
2015-06-01,ADP,45.0
2015-06-01,CHRW,57.2
2015-06-01,CNP,178.2
2015-06-01,CTRA,107.0
2015-06-01,MLM,23.7
2015-06-01,WM,69.7
2015-06-01,ADM,66.9
2015-06-01,EQT,72.4
2015-06-01,MSFT,72.4
2015-06-01,MS,80.3
2015-06-01,TXT,69.6
2015-06-01,HD,27.5
2015-06-01,BLK,8.6
2015-06-01,TXN,57.3
2015-06-01,JNPR,113.2
2015-06-01,PH,24.0
2015-06-01,MO,56.6
2015-06-01,LNC,46.6
2015-06-01,PFE,83.4
2015-06-01,AZO,3.9
2015-06-01,EMR,46.5
2015-06-01,DD,34.4
2015-06-01,ISRG,45.3
2015-06-01,RTX,34.3
2015-06-01,BKNG,2.1
2015-06-01,EA,34.4
2015-06-01,CMI,17.3
2015-06-01,BDX,15.7
2015-06-01,FFIV,17.9
2015-06-01,BSX,118.4
2015-06-01,VRSN,32.1
2015-06-01,DRI,30.9
2015-06-01,DHR,29.5
2015-06-01,APD,14.7
2015-06-01,BK,39.2
2015-06-01,HSY,18.3
2015-06-01,ZBH,15.1
2015-06-01,BEN,31.5
2015-06-01,MMM,9.9
2015-06-01,PCAR,23.5
2015-06-01,HON,15.3
2015-06-01,LRCX,17.7
2015-06-01,ABT,28.5
2015-06-01,ITW,14.9
2015-06-01,ROST,27.3
2015-06-01,META,15.3
2015-06-01,EXPE,11.7
2015-06-01,SCHW,39.2
2015-06-01,TEL,17.3
2015-06-01,STT,14.2
2015-06-01,SBUX,20.1
2015-06-01,FMC,23.5
2015-06-01,SHW,11.4
2015-06-01,EIX,18.3
2015-06-01,TROW,13.1
2015-06-01,MRK,18.0
2015-06-01,MMC,16.2
2015-06-01,ACN,9.4
2015-06-01,REG,13.6
2015-06-01,PKG,12.2
2015-06-01,WAB,8.0
2015-06-01,IVZ,19.4
2015-06-01,AMP,5.5
2015-06-01,K,10.6
2015-06-01,AON,6.4
2015-06-01,CLX,6.0
2015-06-01,AEE,15.1
2015-06-01,NTRS,7.1
2015-06-01,WELL,8.1
2015-06-01,SJM,4.6
2015-06-01,ES,10.7
2015-06-01,CMS,15.2
2015-06-01,WAT,3.7
2015-06-01,WY,14.6
2015-06-01,L,11.2
2015-06-01,ALB,7.7
2015-06-01,CTSH,6.7
2015-06-01,EXC,18.2
2015-06-01,REGN,0.8
2015-06-01,J,9.5
2015-06-01,WEC,8.2
2015-06-01,IRM,11.6
2015-06-01,BXP,2.9
2015-06-01,RMD,6.0
2015-06-01,SPG,1.9
2015-06-01,UAL,6.3
2015-06-01,PEAK,9.0
2015-06-01,APH,10.1
2015-06-01,IDXX,4.2
2015-06-01,DTE,4.0
2015-06-01,ETN,3.7
2015-06-01,ENPH,0.0
2015-09-01,LUMN,1337.0
2015-09-01,KO,830.4
2015-09-01,AAPL,1099.4
2015-09-01,PEP,290.4
2015-09-01,GOOGL,804.5
2015-09-01,VZ,578.7
2015-09-01,EMN,381.0
2015-09-01,MOS,724.6
2015-09-01,IP,614.7
2015-09-01,GILD,222.1
2015-09-01,AMAT,1479.0
2015-09-01,MSFT,471.0
2015-09-01,RTX,355.8
2015-09-01,EXC,937.1
2015-09-01,VLO,314.2
2015-09-01,RL,156.9
2015-09-01,T,752.0
2015-09-01,FDX,123.1
2015-09-01,QCOM,301.7
2015-09-01,HST,1014.2
2015-09-01,ETR,244.5
2015-09-01,JNJ,167.6
2015-09-01,META,171.9
2015-09-01,ORCL,424.6
2015-09-01,URI,244.9
2015-09-01,DGX,236.6
2015-09-01,MU,954.9
2015-09-01,FCX,1465.6
2015-09-01,WHR,93.7
2015-09-01,TPR,464.8
2015-09-01,CSCO,507.0
2015-09-01,NTAP,449.6
2015-09-01,IBM,95.4
2015-09-01,WYNN,239.5
2015-09-01,MRK,263.8
2015-09-01,LRCX,188.9
2015-09-01,CSX,1316.4
2015-09-01,FE,369.7
2015-09-01,CVX,144.8
2015-09-01,COP,235.9
2015-09-01,XOM,152.1
2015-09-01,CMI,103.9
2015-09-01,OXY,167.7
2015-09-01,EOG,150.9
2015-09-01,PPG,124.0
2015-09-01,PFE,364.4
2015-09-01,NEM,625.3
2015-09-01,AMZN,378.1
2015-09-01,PCAR,177.4
2015-09-01,LYB,103.8
2015-09-01,AMGN,62.0
2015-09-01,CRM,123.1
2015-09-01,TGT,107.1
2015-09-01,INTC,275.0
2015-09-01,ADM,199.7
2015-09-01,GLW,480.7
2015-09-01,UNH,69.8
2015-09-01,LUV,206.5
2015-09-01,SHW,104.4
2015-09-01,MET,182.8
2015-09-01,WMT,118.1
2015-09-01,ETN,144.7
2015-09-01,CAH,90.7
2015-09-01,WDC,87.3
2015-09-01,ROK,67.9
2015-09-01,DUK,93.4
2015-09-01,ADI,113.8
2015-09-01,FFIV,54.8
2015-09-01,YUM,110.4
2015-09-01,LH,56.0
2015-09-01,NRG,381.9
2015-09-01,PRU,74.3
2015-09-01,MMM,39.8
2015-09-01,KLAC,111.9
2015-09-01,SWKS,62.7
2015-09-01,EMR,117.3
2015-09-01,PXD,41.8
2015-09-01,ELV,36.1
2015-09-01,MCK,26.7
2015-09-01,CF,109.2
2015-09-01,BKNG,4.0
2015-09-01,CNP,270.1
2015-09-01,PSX,62.2
2015-09-01,TXT,126.7
2015-09-01,LNC,97.6
2015-09-01,NUE,121.6
2015-09-01,ABC,47.4
2015-09-01,DVN,117.7
2015-09-01,BIIB,14.8
2015-09-01,LVS,111.5
2015-09-01,AFL,145.0
2015-09-01,APA,107.3
2015-09-01,HES,82.0
2015-09-01,PEG,92.6
2015-09-01,MDT,57.2
2015-09-01,BA,28.9
2015-09-01,EA,55.3
2015-09-01,TMO,30.5
2015-09-01,MAR,53.7
2015-09-01,TEL,60.1
2015-09-01,ISRG,70.4
2015-09-01,FMC,121.7
2015-09-01,TXN,69.4
2015-09-01,MAS,132.1
2015-09-01,ABT,82.4
2015-09-01,TSN,75.8
2015-09-01,MMC,61.3
2015-09-01,DOV,66.9
2015-09-01,MRO,192.2
2015-09-01,WM,57.5
2015-09-01,EQT,80.2
2015-09-01,LOW,40.7
2015-09-01,NEE,112.3
2015-09-01,HON,29.2
2015-09-01,WRK,55.9
2015-09-01,CTRA,117.5
2015-09-01,AES,261.1
2015-09-01,NSC,26.9
2015-09-01,ZBH,18.9
2015-09-01,BSX,103.7
2015-09-01,PAYX,35.4
2015-09-01,WAB,16.8
2015-09-01,NWL,36.7
2015-09-01,CCI,18.3
2015-09-01,J,38.4
2015-09-01,HSY,14.9
2015-09-01,CRL,19.7
2015-09-01,TECH,51.9
2015-09-01,TSCO,14.2
2015-09-01,ADP,14.7
2015-09-01,CTSH,18.5
2015-09-01,BMY,19.5
2015-09-01,PKI,24.7
2015-09-01,AVY,19.3
2015-09-01,C,21.3
2015-09-01,WAT,8.9
2015-09-01,UHS,8.2
2015-09-01,IFF,9.9
2015-09-01,RJF,29.5
2015-09-01,HSIC,18.4
2015-09-01,AEP,16.6
2015-09-01,FDS,5.9
2015-09-01,ROST,19.4
2015-09-01,ROP,5.9
2015-09-01,ANSS,10.4
2015-09-01,REGN,1.8
2015-09-01,LHX,11.3
2015-09-01,KEY,61.9
2015-09-01,EFX,8.3
2015-09-01,AME,14.5
2015-09-01,RHI,14.9
2015-09-01,VRSK,10.3
2015-09-01,DAL,16.6
2015-09-01,ROL,62.3
2015-09-01,MTD,2.6
2015-09-01,BDX,5.6
2015-09-01,PWR,29.8
2015-09-01,SNA,4.8
2015-09-01,XRAY,14.0
2015-09-01,RMD,13.8
2015-09-01,JNPR,27.0
2015-09-01,RSG,16.7
2015-09-01,JKHY,9.8
2015-09-01,CTAS,7.9
2015-09-01,DHR,10.0
2015-09-01,NDAQ,36.0
2015-09-01,JPM,10.3
2015-09-01,WELL,9.3
2015-09-01,LKQ,22.0
2015-09-01,IDXX,7.8
2015-09-01,DPZ,5.3
2015-09-01,SJM,4.5
2015-09-01,WFC,9.6
2015-09-01,ALK,6.2
2015-09-01,BAC,30.6
2015-09-01,AJG,11.4
2015-09-01,PLD,12.1
2015-09-01,ALGN,8.3
2015-09-01,STLD,27.4
2015-09-01,APH,18.3
2015-09-01,FITB,23.4
2015-09-01,MO,8.0
2015-09-01,COO,2.9
2015-09-01,JBHT,6.0
2015-09-01,STE,6.5
2015-09-01,IVZ,13.5
2015-09-01,CE,7.0
2015-09-01,ALB,9.3
2015-09-01,BIO,3.0
2015-09-01,TRMB,23.9
2015-09-01,HIG,7.8
2015-09-01,MCHP,15.1
2015-09-01,PKG,5.2
2015-09-01,BRO,19.4
2015-09-01,GL,5.0
2015-09-01,GPC,3.2
2015-09-01,HII,2.4
2015-09-01,IEX,3.1
2015-09-01,NDSN,3.4
2015-09-01,HBAN,18.4
2015-09-01,ENPH,0.0
2015-12-01,AAPL,1309.8
2015-12-01,MSFT,538.0
2015-12-01,PEP,282.6
2015-12-01,GILD,218.1
2015-12-01,NTAP,819.9
2015-12-01,EXC,1091.6
2015-12-01,ORCL,555.9
2015-12-01,VZ,423.7
2015-12-01,ADI,344.4
2015-12-01,LUMN,757.2
2015-12-01,MAR,263.3
2015-12-01,NEM,957.6
2015-12-01,NRG,1327.6
2015-12-01,RTX,252.5
2015-12-01,LYB,174.4
2015-12-01,T,557.2
2015-12-01,CMI,161.8
2015-12-01,FFIV,145.1
2015-12-01,PFE,457.9
2015-12-01,SWKS,177.3
2015-12-01,IP,370.4
2015-12-01,VLO,182.9
2015-12-01,KO,297.6
2015-12-01,META,117.5
2015-12-01,URI,168.7
2015-12-01,MOS,442.2
2015-12-01,JNJ,109.7
2015-12-01,CSCO,411.1
2015-12-01,AKAM,209.7
2015-12-01,EOG,154.4
2015-12-01,QCOM,218.1
2015-12-01,INTU,113.0
2015-12-01,OXY,161.2
2015-12-01,CVX,120.3
2015-12-01,XOM,138.6
2015-12-01,COP,229.7
2015-12-01,WHR,69.7
2015-12-01,INTC,284.0
2015-12-01,TGT,132.7
2015-12-01,EMN,137.6
2015-12-01,ADBE,97.5
2015-12-01,HST,593.5
2015-12-01,BKNG,7.0
2015-12-01,FE,262.9
2015-12-01,MRK,163.7
2015-12-01,MCK,41.8
2015-12-01,CL,122.7
2015-12-01,CVS,83.1
2015-12-01,YUM,147.0
2015-12-01,BIIB,25.1
2015-12-01,PEG,191.4
2015-12-01,JNPR,266.2
2015-12-01,IBM,53.9
2015-12-01,CHRW,113.3
2015-12-01,SBUX,109.1
2015-12-01,ABC,58.5
2015-12-01,TXN,108.6
2015-12-01,MU,415.0
2015-12-01,CAH,64.3
2015-12-01,PXD,45.4
2015-12-01,ADM,154.6
2015-12-01,DHI,176.6
2015-12-01,PCAR,118.2
2015-12-01,PG,70.4
2015-12-01,AMZN,164.1
2015-12-01,CPB,105.4
2015-12-01,CNP,290.3
2015-12-01,APA,116.2
2015-12-01,NUE,126.3
2015-12-01,BMY,70.8
2015-12-01,MAS,164.4
2015-12-01,ETN,88.1
2015-12-01,DGX,64.4
2015-12-01,ROK,44.4
2015-12-01,CRM,57.3
2015-12-01,HES,88.3
2015-12-01,PSX,52.0
2015-12-01,GLW,232.1
2015-12-01,MDT,53.2
2015-12-01,EA,59.3
2015-12-01,CSX,470.3
2015-12-01,DVN,125.8
2015-12-01,CTSH,61.7
2015-12-01,BA,25.2
2015-12-01,MMC,65.2
2015-12-01,HSY,38.8
2015-12-01,TXT,80.0
2015-12-01,MCHP,140.1
2015-12-01,ETR,46.4
2015-12-01,LUV,64.4
2015-12-01,PPG,27.5
2015-12-01,MRO,209.8
2015-12-01,LLY,30.5
2015-12-01,BWA,58.5
2015-12-01,MHK,13.1
2015-12-01,EQT,85.7
2015-12-01,FCX,353.3
2015-12-01,WELL,34.9
2015-12-01,SPG,11.8
2015-12-01,PLD,53.5
2015-12-01,LH,18.0
2015-12-01,DVA,31.9
2015-12-01,EL,25.2
2015-12-01,CTRA,125.4
2015-12-01,EQIX,7.0
2015-12-01,WM,37.0
2015-12-01,CCI,22.3
2015-12-01,SHW,21.9
2015-12-01,GWW,9.3
2015-12-01,BXP,13.7
2015-12-01,ABT,38.9
2015-12-01,NEE,65.1
2015-12-01,UNP,21.2
2015-12-01,BSX,88.3
2015-12-01,ED,23.9
2015-12-01,TPR,40.9
2015-12-01,KR,31.3
2015-12-01,CPRT,136.5
2015-12-01,DRI,19.6
2015-12-01,DUK,16.4
2015-12-01,MO,19.5
2015-12-01,LRCX,14.3
2015-12-01,SYK,12.2
2015-12-01,SBAC,10.7
2015-12-01,ISRG,18.2
2015-12-01,GD,7.5
2015-12-01,RL,9.0
2015-12-01,ADP,11.8
2015-12-01,LVS,22.3
2015-12-01,ROST,17.0
2015-12-01,AAP,5.7
2015-12-01,BDX,5.2
2015-12-01,ZBH,6.5
2015-12-01,STZ,4.2
2015-12-01,ACN,4.9
2015-12-01,CLX,2.9
2015-12-01,J,5.8
2015-12-01,VMC,2.5
2015-12-01,PWR,11.6
2015-12-01,TECH,9.9
2015-12-01,JKHY,2.8
2015-12-01,CRL,2.7
2015-12-01,FDS,1.3
2015-12-01,ANSS,2.2
2015-12-01,ENPH,0.0
2016-03-01,MSFT,640.2
2016-03-01,INTC,985.9
2016-03-01,MU,2256.7
2016-03-01,GILD,249.8
2016-03-01,ABC,244.0
2016-03-01,DIS,210.3
2016-03-01,RL,201.2
2016-03-01,GD,131.7
2016-03-01,SBUX,268.4
2016-03-01,MCD,125.8
2016-03-01,URI,242.9
2016-03-01,JNPR,570.8
2016-03-01,COP,360.0
2016-03-01,OXY,210.0
2016-03-01,CVX,149.7
2016-03-01,XOM,168.8
2016-03-01,ADBE,148.3
2016-03-01,T,465.9
2016-03-01,PFE,484.9
2016-03-01,NEM,497.4
2016-03-01,QCOM,258.3
2016-03-01,EOG,174.3
2016-03-01,VZ,220.1
2016-03-01,TXN,206.4
2016-03-01,DISH,252.8
2016-03-01,AAPL,424.0
2016-03-01,MRK,220.9
2016-03-01,CSCO,360.8
2016-03-01,MAR,139.3
2016-03-01,NTAP,356.1
2016-03-01,MDLZ,236.6
2016-03-01,YUM,156.6
2016-03-01,DRI,137.9
2016-03-01,LUMN,285.2
2016-03-01,CCL,168.8
2016-03-01,DHI,287.1
2016-03-01,MCHP,354.3
2016-03-01,LYB,99.7
2016-03-01,LRCX,102.4
2016-03-01,BKNG,6.6
2016-03-01,GOOGL,218.5
2016-03-01,TGT,100.7
2016-03-01,VLO,128.3
2016-03-01,AKAM,146.2
2016-03-01,LNC,201.0
2016-03-01,FFIV,72.5
2016-03-01,CAH,93.4
2016-03-01,DHR,103.9
2016-03-01,TXT,203.4
2016-03-01,PXD,51.5
2016-03-01,META,63.1
2016-03-01,MMM,42.4
2016-03-01,AMAT,333.1
2016-03-01,HD,52.1
2016-03-01,AXP,111.9
2016-03-01,CRM,92.3
2016-03-01,NRG,519.1
2016-03-01,ORLY,23.5
2016-03-01,AZO,8.0
2016-03-01,AMT,61.5
2016-03-01,D,81.3
2016-03-01,FDX,37.0
2016-03-01,BIIB,23.1
2016-03-01,UNH,45.9
2016-03-01,APA,121.1
2016-03-01,TEL,93.2
2016-03-01,RCL,70.0
2016-03-01,PEP,54.7
2016-03-01,BMY,86.9
2016-03-01,HSY,59.9
2016-03-01,LLY,75.1
2016-03-01,HES,102.5
2016-03-01,INTU,51.1
2016-03-01,JCI,137.5
2016-03-01,KDP,57.7
2016-03-01,BA,38.7
2016-03-01,EMN,65.5
2016-03-01,EA,70.4
2016-03-01,DVN,166.5
2016-03-01,IP,117.5
2016-03-01,SWKS,58.5
2016-03-01,MAS,142.0
2016-03-01,STZ,28.4
2016-03-01,FCX,401.6
2016-03-01,LUV,91.2
2016-03-01,KR,105.5
2016-03-01,ATVI,116.9
2016-03-01,FE,109.5
2016-03-01,ORCL,94.1
2016-03-01,CNP,180.2
2016-03-01,ISRG,55.1
2016-03-01,ITW,35.8
2016-03-01,GLW,172.0
2016-03-01,BWA,93.4
2016-03-01,MET,90.9
2016-03-01,EQT,92.9
2016-03-01,CHRW,45.7
2016-03-01,CTRA,148.5
2016-03-01,LH,28.2
2016-03-01,LOW,43.0
2016-03-01,NVDA,360.9
2016-03-01,ADI,53.6
2016-03-01,MRO,264.5
2016-03-01,RMD,49.6
2016-03-01,PCAR,52.1
2016-03-01,UPS,26.5
2016-03-01,WBA,32.8
2016-03-01,ROK,23.7
2016-03-01,ELV,18.9
2016-03-01,PRU,36.3
2016-03-01,CSX,301.7
2016-03-01,GWW,10.6
2016-03-01,CMI,22.3
2016-03-01,MMC,39.7
2016-03-01,UNP,30.2
2016-03-01,NUE,43.5
2016-03-01,MCK,13.0
2016-03-01,MOS,74.9
2016-03-01,CLX,15.8
2016-03-01,ETR,24.8
2016-03-01,MSI,25.7
2016-03-01,HOLX,52.9
2016-03-01,MHK,9.1
2016-03-01,EXC,65.1
2016-03-01,BDX,11.2
2016-03-01,EW,56.4
2016-03-01,ETN,24.8
2016-03-01,HST,91.7
2016-03-01,EMR,27.0
2016-03-01,DE,15.6
2016-03-01,CCI,13.4
2016-03-01,CPB,17.9
2016-03-01,CTSH,17.6
2016-03-01,BXP,8.6
2016-03-01,WY,34.8
2016-03-01,DAL,22.0
2016-03-01,PSX,12.1
2016-03-01,MO,16.3
2016-03-01,MNST,20.6
2016-03-01,PEG,19.3
2016-03-01,MLM,5.6
2016-03-01,HON,8.2
2016-03-01,PLD,18.9
2016-03-01,WELL,11.9
2016-03-01,NEE,27.5
2016-03-01,SPG,3.8
2016-03-01,WM,13.0
2016-03-01,SO,14.1
2016-03-01,RTX,11.0
2016-03-01,BSX,36.2
2016-03-01,HIG,13.1
2016-03-01,DVA,6.6
2016-03-01,ABT,11.4
2016-03-01,MGM,22.1
2016-03-01,ALL,6.3
2016-03-01,WHR,2.1
2016-03-01,PFG,8.3
2016-03-01,REGN,0.9
2016-03-01,VRSN,3.3
2016-03-01,CAG,6.8
2016-03-01,ENPH,0.0
2016-06-01,INTC,988.0
2016-06-01,GILD,374.7
2016-06-01,LYB,353.1
2016-06-01,ABC,319.1
2016-06-01,PFE,590.9
2016-06-01,JNPR,871.0
2016-06-01,LUMN,648.4
2016-06-01,MET,465.7
2016-06-01,FDX,105.5
2016-06-01,JNJ,129.7
2016-06-01,CVX,146.0
2016-06-01,MSFT,299.0
2016-06-01,XOM,163.2
2016-06-01,OXY,200.9
2016-06-01,COP,343.6
2016-06-01,MRK,263.6
2016-06-01,PH,133.7
2016-06-01,CVS,149.7
2016-06-01,URI,211.3
2016-06-01,MDLZ,303.7
2016-06-01,BMY,186.5
2016-06-01,EOG,163.1
2016-06-01,MSI,198.2
2016-06-01,MCD,107.0
2016-06-01,BIIB,51.5
2016-06-01,TXN,192.4
2016-06-01,AAPL,484.8
2016-06-01,DISH,217.2
2016-06-01,SBUX,199.2
2016-06-01,NEM,290.2
2016-06-01,AMAT,469.6
2016-06-01,CAH,143.6
2016-06-01,PEP,103.5
2016-06-01,LNC,282.2
2016-06-01,NTAP,444.7
2016-06-01,CSCO,368.0
2016-06-01,TGT,147.4
2016-06-01,NUE,206.0
2016-06-01,FFIV,87.5
2016-06-01,VFC,171.9
2016-06-01,RCL,144.3
2016-06-01,EMN,138.8
2016-06-01,DHI,288.7
2016-06-01,VLO,169.3
2016-06-01,EMR,158.3
2016-06-01,AMT,69.8
2016-06-01,PXD,51.3
2016-06-01,IVZ,300.8
2016-06-01,BA,57.5
2016-06-01,PPG,69.0
2016-06-01,LRCX,81.1
2016-06-01,DIS,68.8
2016-06-01,ETN,112.3
2016-06-01,SWKS,104.5
2016-06-01,CTSH,112.5
2016-06-01,PRU,89.9
2016-06-01,ADBE,66.2
2016-06-01,MCK,33.4
2016-06-01,APA,110.9
2016-06-01,IP,153.7
2016-06-01,DRI,97.2
2016-06-01,LLY,77.5
2016-06-01,TEL,105.9
2016-06-01,CCL,134.8
2016-06-01,DVA,76.0
2016-06-01,AMGN,38.3
2016-06-01,SPGI,54.2
2016-06-01,MHK,30.6
2016-06-01,GD,41.6
2016-06-01,MLM,30.1
2016-06-01,MAS,185.4
2016-06-01,YUM,95.1
2016-06-01,ELV,43.0
2016-06-01,WHR,33.8
2016-06-01,BWA,188.6
2016-06-01,DVN,151.5
2016-06-01,HES,90.8
2016-06-01,TXT,148.8
2016-06-01,INTU,48.6
2016-06-01,EA,69.8
2016-06-01,VRSN,60.6
2016-06-01,MCHP,198.5
2016-06-01,HD,39.0
2016-06-01,AXP,81.1
2016-06-01,COF,73.5
2016-06-01,BKNG,3.5
2016-06-01,GOOGL,122.0
2016-06-01,LOW,53.8
2016-06-01,PCAR,81.8
2016-06-01,EQT,98.6
2016-06-01,FCX,370.0
2016-06-01,ABT,104.1
2016-06-01,NVDA,328.5
2016-06-01,ADI,67.3
2016-06-01,FE,107.3
2016-06-01,ATVI,93.5
2016-06-01,KO,81.0
2016-06-01,ORCL,89.2
2016-06-01,MRO,240.8
2016-06-01,CPB,54.1
2016-06-01,CMI,31.9
2016-06-01,CTRA,138.2
2016-06-01,KDP,35.2
2016-06-01,EW,101.4
2016-06-01,GWW,14.8
2016-06-01,UNH,23.4
2016-06-01,STT,60.8
2016-06-01,EL,35.6
2016-06-01,DAL,85.8
2016-06-01,MGM,134.7
2016-06-01,ROK,25.7
2016-06-01,META,23.6
2016-06-01,SWK,23.8
2016-06-01,ADM,60.0
2016-06-01,LH,19.5
2016-06-01,ACN,22.3
2016-06-01,HON,22.2
2016-06-01,AMP,26.2
2016-06-01,APD,17.8
2016-06-01,ITW,22.3
2016-06-01,AKAM,41.2
2016-06-01,TSN,33.6
2016-06-01,ORLY,8.2
2016-06-01,DHR,28.9
2016-06-01,HBAN,221.6
2016-06-01,ALK,33.9
2016-06-01,GLW,95.5
2016-06-01,TMO,12.5
2016-06-01,NRG,120.1
2016-06-01,CSX,172.8
2016-06-01,ZION,59.1
2016-06-01,RHI,38.8
2016-06-01,RJF,45.0
2016-06-01,CE,21.5
2016-06-01,KEY,120.1
2016-06-01,MMC,18.9
2016-06-01,DOV,22.9
2016-06-01,WAB,17.7
2016-06-01,LEN,26.1
2016-06-01,LUV,29.9
2016-06-01,SBNY,8.9
2016-06-01,PFG,26.9
2016-06-01,RF,129.8
2016-06-01,UAL,26.9
2016-06-01,WM,16.1
2016-06-01,CBRE,34.7
2016-06-01,IT,9.3
2016-06-01,CHRW,12.1
2016-06-01,J,17.6
2016-06-01,LKQ,27.2
2016-06-01,NTRS,12.8
2016-06-01,SNA,5.3
2016-06-01,CL,11.3
2016-06-01,GE,4.3
2016-06-01,WRK,20.5
