,Sym,Amount (000)
2016-03-01,ORCL,0.0
2016-03-01,PFE,0.0
2016-03-01,TSM,0.0
2016-03-01,LPX,0.0
2016-03-01,JEF,0.0
2016-06-01,KHC,325634.8
2016-06-01,WFC,479704.3
2016-06-01,KO,400000.0
2016-06-01,IBM,84969.0
2016-06-01,AXP,151610.7
2016-06-01,PSX,78782.0
2016-06-01,USB,85063.2
2016-06-01,DVA,38565.6
2016-06-01,WMT,40226.4
2016-06-01,MCO,24669.8
2016-06-01,CHTR,9337.5
2016-06-01,DE,21959.2
2016-06-01,GS,10959.5
2016-06-01,AAPL,60910.8
2016-06-01,GM,50000.0
2016-06-01,VRSN,12952.7
2016-06-01,VZ,15000.9
2016-06-01,BK,20827.2
2016-06-01,V,10239.2
2016-06-01,COST,4333.4
2016-06-01,MTB,5382.0
2016-06-01,AXTA,23324.0
2016-06-01,LBTYA,19366.9
2016-06-01,KMI,26533.5
2016-06-01,MA,4934.8
2016-06-01,GL,6353.7
2016-06-01,QSR,8438.2
2016-06-01,GE,1762.8
2016-06-01,LBTYK,7347.0
2016-06-01,SNY,3905.9
2016-06-01,VRSK,1563.4
2016-06-01,FWONK,5000.0
2016-06-01,LILA,2880.5
2016-06-01,GHC,107.6
2016-06-01,FWONA,2500.0
2016-06-01,LILAK,1363.6
2016-06-01,JNJ,327.1
2016-06-01,DNOW,1825.6
2016-06-01,PG,315.4
2016-06-01,MDLZ,578.0
2016-06-01,UPS,59.4
2016-06-01,LEE,8.9
2016-06-01,XOM,0.0
2016-06-01,COP,0.0
2016-06-01,NOV,0.0
2016-06-01,MEG,0.0
2016-06-01,LBRDA,0.0
2016-06-01,LUV,0.0
2016-06-01,DAL,0.0
2016-06-01,AAL,0.0
2016-06-01,UAL,0.0
2016-06-01,SIRI,0.0
2016-06-01,BAC,0.0
2016-06-01,SYF,0.0
2016-06-01,TEVA,0.0
2016-06-01,STOR,0.0
2016-06-01,JPM,0.0
2016-06-01,PNC,0.0
2016-06-01,AMZN,0.0
2016-06-01,TRV,0.0
2016-06-01,STNE,0.0
2016-06-01,KR,0.0
2016-06-01,OXY,0.0
2016-06-01,BIIB,0.0
2016-06-01,RH,0.0
2016-06-01,CVX,0.0
2016-06-01,ABBV,0.0
2016-06-01,BMY,0.0
2016-06-01,SNOW,0.0
2016-06-01,MRK,0.0
2016-06-01,AON,0.0
2016-06-01,TMUS,0.0
2016-06-01,MMC,0.0
2016-06-01,ATVI,0.0
2016-06-01,HPQ,0.0
2016-06-01,C,0.0
2016-06-01,PARA,0.0
2016-06-01,CE,0.0
2016-06-01,MCK,0.0
2016-06-01,MKL,0.0
2016-06-01,ALLY,0.0
2016-06-01,FND,0.0
2016-06-01,RPRX,0.0
2016-06-01,OGN,0.0
2016-06-01,T,0.0
2016-06-01,ORCL,0.0
2016-06-01,PFE,0.0
2016-06-01,TSM,0.0
2016-06-01,LPX,0.0
2016-06-01,JEF,0.0
2016-09-01,KHC,325634.8
2016-09-01,WFC,479704.3
2016-09-01,KO,400000.0
2016-09-01,IBM,84969.0
2016-09-01,AXP,151610.7
2016-09-01,PSX,80689.9
2016-09-01,USB,85063.2
2016-09-01,MCO,24669.8
2016-09-01,CHTR,9443.5
2016-09-01,DVA,38565.6
2016-09-01,DE,21085.1
2016-09-01,GS,10959.5
2016-09-01,AAPL,60910.8
2016-09-01,GM,50000.0
2016-09-01,VRSN,12952.7
2016-09-01,WMT,12971.6
2016-09-01,V,10562.5
2016-09-01,BK,21136.7
2016-09-01,AAL,21770.6
2016-09-01,VZ,15000.9
2016-09-01,LBTYA,20180.9
2016-09-01,COST,4333.4
2016-09-01,AXTA,23324.0
2016-09-01,MTB,5382.1
2016-09-01,MA,4934.8
2016-09-01,KMI,20000.0
2016-09-01,GL,6353.7
2016-09-01,QSR,8438.2
2016-09-01,GE,1762.8
2016-09-01,DAL,6333.9
2016-09-01,LBTYK,7347.0
2016-09-01,UAL,4533.0
2016-09-01,SNY,3905.9
2016-09-01,VRSK,1563.4
2016-09-01,FWONK,3189.1
2016-09-01,LILA,2880.5
2016-09-01,GHC,107.6
2016-09-01,DNOW,1825.6
2016-09-01,JNJ,327.1
2016-09-01,FWONA,1296.0
2016-09-01,LILAK,1363.6
2016-09-01,PG,315.4
2016-09-01,MDLZ,578.0
2016-09-01,UPS,59.4
2016-09-01,LEE,8.9
2016-09-01,XOM,0.0
2016-09-01,COP,0.0
2016-09-01,NOV,0.0
2016-09-01,MEG,0.0
2016-09-01,LBRDA,0.0
2016-09-01,LUV,0.0
2016-09-01,SIRI,0.0
2016-09-01,BAC,0.0
2016-09-01,SYF,0.0
2016-09-01,TEVA,0.0
2016-09-01,STOR,0.0
2016-09-01,JPM,0.0
2016-09-01,PNC,0.0
2016-09-01,AMZN,0.0
2016-09-01,TRV,0.0
2016-09-01,STNE,0.0
2016-09-01,KR,0.0
2016-09-01,OXY,0.0
2016-09-01,BIIB,0.0
2016-09-01,RH,0.0
2016-09-01,CVX,0.0
2016-09-01,ABBV,0.0
2016-09-01,BMY,0.0
2016-09-01,SNOW,0.0
2016-09-01,MRK,0.0
2016-09-01,AON,0.0
2016-09-01,TMUS,0.0
2016-09-01,MMC,0.0
2016-09-01,ATVI,0.0
2016-09-01,HPQ,0.0
2016-09-01,C,0.0
2016-09-01,PARA,0.0
2016-09-01,CE,0.0
2016-09-01,MCK,0.0
2016-09-01,MKL,0.0
2016-09-01,ALLY,0.0
2016-09-01,FND,0.0
2016-09-01,RPRX,0.0
2016-09-01,OGN,0.0
2016-09-01,T,0.0
2016-09-01,ORCL,0.0
2016-09-01,PFE,0.0
2016-09-01,TSM,0.0
2016-09-01,LPX,0.0
2016-09-01,JEF,0.0
2016-12-01,KHC,28434432.0
2016-12-01,WFC,26436503.0
2016-12-01,KO,16584000.0
2016-12-01,IBM,13483751.0
2016-12-01,AXP,11231321.0
2016-12-01,PSX,6972414.0
2016-12-01,AAPL,6643394.0
2016-12-01,USB,4369696.0
2016-12-01,DAL,2952679.0
2016-12-01,CHTR,2718970.0
2016-12-01,GS,2624257.0
2016-12-01,DVA,2475910.0
2016-12-01,MCO,2325620.0
2016-12-01,LUV,2153276.0
2016-12-01,AAL,2126489.0
2016-12-01,UAL,2109975.0
2016-12-01,GM,1741999.0
2016-12-01,BK,1026818.0
2016-12-01,VRSN,985315.0
2016-12-01,MTB,841913.0
2016-12-01,V,824083.0
2016-12-01,SIRI,741547.0
2016-12-01,COST,693815.0
2016-12-01,AXTA,634413.0
2016-12-01,LBTYA,617334.0
2016-12-01,MA,509514.0
2016-12-01,GL,468651.0
2016-12-01,QSR,402166.0
2016-12-01,GE,334501.0
2016-12-01,LBTYK,218205.0
2016-12-01,SNY,157953.0
2016-12-01,VRSK,126904.0
2016-12-01,WMT,96320.0
2016-12-01,LILA,59618.0
2016-12-01,GHC,55073.0
2016-12-01,JNJ,37685.0
2016-12-01,LILAK,27183.0
2016-12-01,PG,26519.0
2016-12-01,MDLZ,25623.0
2016-12-01,UPS,6810.0
2016-12-01,VZ,50.0
2016-12-01,XOM,0.0
2016-12-01,COP,0.0
2016-12-01,NOV,0.0
2016-12-01,DE,0.0
2016-12-01,MEG,0.0
2016-12-01,LEE,0.0
2016-12-01,LBRDA,0.0
2016-12-01,FWONK,0.0
2016-12-01,DNOW,0.0
2016-12-01,KMI,0.0
2016-12-01,BAC,0.0
2016-12-01,SYF,0.0
2016-12-01,TEVA,0.0
2016-12-01,STOR,0.0
2016-12-01,JPM,0.0
2016-12-01,PNC,0.0
2016-12-01,AMZN,0.0
2016-12-01,TRV,0.0
2016-12-01,STNE,0.0
2016-12-01,KR,0.0
2016-12-01,OXY,0.0
2016-12-01,BIIB,0.0
2016-12-01,RH,0.0
2016-12-01,CVX,0.0
2016-12-01,ABBV,0.0
2016-12-01,BMY,0.0
2016-12-01,SNOW,0.0
2016-12-01,MRK,0.0
2016-12-01,AON,0.0
2016-12-01,TMUS,0.0
2016-12-01,MMC,0.0
2016-12-01,ATVI,0.0
2016-12-01,HPQ,0.0
2016-12-01,C,0.0
2016-12-01,PARA,0.0
2016-12-01,CE,0.0
2016-12-01,MCK,0.0
2016-12-01,MKL,0.0
2016-12-01,ALLY,0.0
2016-12-01,FND,0.0
2016-12-01,RPRX,0.0
2016-12-01,FWONA,0.0
2016-12-01,OGN,0.0
2016-12-01,T,0.0
2016-12-01,ORCL,0.0
2016-12-01,PFE,0.0
2016-12-01,TSM,0.0
2016-12-01,LPX,0.0
2016-12-01,JEF,0.0
2017-03-01,KHC,325634.8
2017-03-01,WFC,479704.3
2017-03-01,AAPL,517428.4
2017-03-01,KO,400000.0
2017-03-01,AXP,151610.7
2017-03-01,IBM,67531.8
2017-03-01,PSX,80689.9
2017-03-01,USB,85063.2
2017-03-01,CHTR,9443.5
2017-03-01,MCO,24669.8
2017-03-01,DVA,38565.6
2017-03-01,LUV,47659.5
2017-03-01,DAL,55026.0
2017-03-01,GS,10959.5
2017-03-01,AAL,49278.9
2017-03-01,UAL,28951.4
2017-03-01,GM,50000.0
2017-03-01,BK,33012.1
2017-03-01,VRSN,12952.7
2017-03-01,V,10562.5
2017-03-01,SIRI,172325.4
2017-03-01,MTB,5382.0
2017-03-01,AXTA,23324.0
2017-03-01,COST,4333.4
2017-03-01,LBTYA,20180.9
2017-03-01,MA,4934.8
2017-03-01,GL,6353.7
2017-03-01,QSR,8438.2
2017-03-01,GE,1762.8
2017-03-01,LBTYK,7347.0
2017-03-01,SNY,3905.9
2017-03-01,VRSK,1563.4
2017-03-01,WMT,1393.5
2017-03-01,GHC,107.6
2017-03-01,LILA,2880.4
2017-03-01,JNJ,327.1
2017-03-01,LILAK,1363.6
2017-03-01,PG,315.4
2017-03-01,MDLZ,578.0
2017-03-01,UPS,59.4
2017-03-01,VZ,0.9
2017-03-01,XOM,0.0
2017-03-01,COP,0.0
2017-03-01,NOV,0.0
2017-03-01,DE,0.0
2017-03-01,MEG,0.0
2017-03-01,LEE,0.0
2017-03-01,LBRDA,0.0
2017-03-01,FWONK,0.0
2017-03-01,DNOW,0.0
2017-03-01,KMI,0.0
2017-03-01,BAC,0.0
2017-03-01,SYF,0.0
2017-03-01,TEVA,0.0
2017-03-01,STOR,0.0
2017-03-01,JPM,0.0
2017-03-01,PNC,0.0
2017-03-01,AMZN,0.0
2017-03-01,TRV,0.0
2017-03-01,STNE,0.0
2017-03-01,KR,0.0
2017-03-01,OXY,0.0
2017-03-01,BIIB,0.0
2017-03-01,RH,0.0
2017-03-01,CVX,0.0
2017-03-01,ABBV,0.0
2017-03-01,BMY,0.0
2017-03-01,SNOW,0.0
2017-03-01,MRK,0.0
2017-03-01,AON,0.0
2017-03-01,TMUS,0.0
2017-03-01,MMC,0.0
2017-03-01,ATVI,0.0
2017-03-01,HPQ,0.0
2017-03-01,C,0.0
2017-03-01,PARA,0.0
2017-03-01,CE,0.0
2017-03-01,MCK,0.0
2017-03-01,MKL,0.0
2017-03-01,ALLY,0.0
2017-03-01,FND,0.0
2017-03-01,RPRX,0.0
2017-03-01,FWONA,0.0
2017-03-01,OGN,0.0
2017-03-01,T,0.0
2017-03-01,ORCL,0.0
2017-03-01,PFE,0.0
2017-03-01,TSM,0.0
2017-03-01,LPX,0.0
2017-03-01,JEF,0.0
2017-06-01,KHC,325634.8
2017-06-01,WFC,467987.3
2017-06-01,AAPL,520767.8
2017-06-01,KO,400000.0
2017-06-01,AXP,151610.7
2017-06-01,IBM,56572.6
2017-06-01,PSX,80689.9
2017-06-01,USB,85063.1
2017-06-01,CHTR,9443.5
2017-06-01,MCO,24669.8
2017-06-01,LUV,47659.5
2017-06-01,DAL,53110.4
2017-06-01,BK,50229.6
2017-06-01,DVA,38565.6
2017-06-01,GS,10959.5
2017-06-01,AAL,47000.0
2017-06-01,UAL,28211.6
2017-06-01,GM,60000.0
2017-06-01,VRSN,12952.8
2017-06-01,V,10562.5
2017-06-01,MTB,5382.0
2017-06-01,SIRI,137915.7
2017-06-01,AXTA,23324.0
2017-06-01,COST,4333.4
2017-06-01,LBTYA,20180.9
2017-06-01,MA,4934.8
2017-06-01,QSR,8438.2
2017-06-01,SYF,17463.0
2017-06-01,GL,6353.7
2017-06-01,STOR,18621.7
2017-06-01,LBTYK,7347.0
2017-06-01,SNY,3905.9
2017-06-01,VRSK,1563.4
2017-06-01,WMT,1393.5
2017-06-01,GHC,107.6
2017-06-01,LILA,2880.4
2017-06-01,JNJ,327.1
2017-06-01,LILAK,1363.6
2017-06-01,PG,315.4
2017-06-01,MDLZ,578.0
2017-06-01,UPS,59.4
2017-06-01,VZ,0.9
2017-06-01,XOM,0.0
2017-06-01,COP,0.0
2017-06-01,NOV,0.0
2017-06-01,DE,0.0
2017-06-01,GE,0.0
2017-06-01,MEG,0.0
2017-06-01,LEE,0.0
2017-06-01,LBRDA,0.0
2017-06-01,FWONK,0.0
2017-06-01,DNOW,0.0
2017-06-01,KMI,0.0
2017-06-01,BAC,0.0
2017-06-01,TEVA,0.0
2017-06-01,JPM,0.0
2017-06-01,PNC,0.0
2017-06-01,AMZN,0.0
2017-06-01,TRV,0.0
2017-06-01,STNE,0.0
2017-06-01,KR,0.0
2017-06-01,OXY,0.0
2017-06-01,BIIB,0.0
2017-06-01,RH,0.0
2017-06-01,CVX,0.0
2017-06-01,ABBV,0.0
2017-06-01,BMY,0.0
2017-06-01,SNOW,0.0
2017-06-01,MRK,0.0
2017-06-01,AON,0.0
2017-06-01,TMUS,0.0
2017-06-01,MMC,0.0
2017-06-01,ATVI,0.0
2017-06-01,HPQ,0.0
2017-06-01,C,0.0
2017-06-01,PARA,0.0
2017-06-01,CE,0.0
2017-06-01,MCK,0.0
2017-06-01,MKL,0.0
2017-06-01,ALLY,0.0
2017-06-01,FND,0.0
2017-06-01,RPRX,0.0
2017-06-01,FWONA,0.0
2017-06-01,OGN,0.0
2017-06-01,T,0.0
2017-06-01,ORCL,0.0
2017-06-01,PFE,0.0
2017-06-01,TSM,0.0
2017-06-01,LPX,0.0
2017-06-01,JEF,0.0
2017-09-01,WFC,461554.2
2017-09-01,KHC,324380.0
2017-09-01,AAPL,537452.2
2017-09-01,KO,401875.0
2017-09-01,BAC,671579.2
2017-09-01,AXP,151476.7
2017-09-01,PSX,80017.3
2017-09-01,IBM,38312.7
2017-09-01,USB,85301.9
2017-09-01,MCO,24493.8
2017-09-01,CHTR,8473.3
2017-09-01,LUV,47650.9
2017-09-01,BK,49639.8
2017-09-01,GS,10801.9
2017-09-01,DAL,53276.1
2017-09-01,GM,57480.4
2017-09-01,DVA,38059.3
2017-09-01,AAL,46763.7
2017-09-01,UAL,28421.6
2017-09-01,VRSN,12940.6
2017-09-01,V,10542.4
2017-09-01,MTB,5370.4
2017-09-01,SIRI,138417.3
2017-09-01,COST,4291.6
2017-09-01,MA,4913.2
2017-09-01,LBTYA,20056.7
2017-09-01,AXTA,23243.6
2017-09-01,SYF,20518.8
2017-09-01,QSR,8387.0
2017-09-01,GL,6334.8
2017-09-01,STOR,18421.7
2017-09-01,LBTYK,7315.7
2017-09-01,SNY,3907.5
2017-09-01,VRSK,1557.3
2017-09-01,WMT,1388.0
2017-09-01,LILA,2732.1
2017-09-01,GHC,106.2
2017-09-01,JNJ,324.1
2017-09-01,LILAK,1286.9
2017-09-01,PG,312.7
2017-09-01,MDLZ,571.8
2017-09-01,UPS,59.1
2017-09-01,VZ,0.9
2017-09-01,XOM,0.0
2017-09-01,COP,0.0
2017-09-01,NOV,0.0
2017-09-01,DE,0.0
2017-09-01,GE,0.0
2017-09-01,MEG,0.0
2017-09-01,LEE,0.0
2017-09-01,LBRDA,0.0
2017-09-01,FWONK,0.0
2017-09-01,DNOW,0.0
2017-09-01,KMI,0.0
2017-09-01,TEVA,0.0
2017-09-01,JPM,0.0
2017-09-01,PNC,0.0
2017-09-01,AMZN,0.0
2017-09-01,TRV,0.0
2017-09-01,STNE,0.0
2017-09-01,KR,0.0
2017-09-01,OXY,0.0
2017-09-01,BIIB,0.0
2017-09-01,RH,0.0
2017-09-01,CVX,0.0
2017-09-01,ABBV,0.0
2017-09-01,BMY,0.0
2017-09-01,SNOW,0.0
2017-09-01,MRK,0.0
2017-09-01,AON,0.0
2017-09-01,TMUS,0.0
2017-09-01,MMC,0.0
2017-09-01,ATVI,0.0
2017-09-01,HPQ,0.0
2017-09-01,C,0.0
2017-09-01,PARA,0.0
2017-09-01,CE,0.0
2017-09-01,MCK,0.0
2017-09-01,MKL,0.0
2017-09-01,ALLY,0.0
2017-09-01,FND,0.0
2017-09-01,RPRX,0.0
2017-09-01,FWONA,0.0
2017-09-01,OGN,0.0
2017-09-01,T,0.0
2017-09-01,ORCL,0.0
2017-09-01,PFE,0.0
2017-09-01,TSM,0.0
2017-09-01,LPX,0.0
2017-09-01,JEF,0.0
2017-12-01,AAPL,649703.2
2017-12-01,WFC,455081.9
2017-12-01,KHC,328763.5
2017-12-01,BAC,670370.6
2017-12-01,KO,402986.4
2017-12-01,AXP,152177.7
2017-12-01,PSX,80214.1
2017-12-01,USB,86333.8
2017-12-01,MCO,24919.6
2017-12-01,BK,60863.9
2017-12-01,LUV,47055.5
2017-12-01,DAL,52417.7
2017-12-01,CHTR,8172.9
2017-12-01,GS,10920.5
2017-12-01,DVA,38411.4
2017-12-01,AAL,45166.6
2017-12-01,GM,49031.1
2017-12-01,UAL,27581.4
2017-12-01,VRSN,13540.8
2017-12-01,V,10517.3
2017-12-01,MTB,5375.8
2017-12-01,COST,4282.7
2017-12-01,SYF,20669.1
2017-12-01,AXTA,23557.0
2017-12-01,MA,4916.9
2017-12-01,SIRI,141886.4
2017-12-01,LBTYA,19958.1
2017-12-01,GL,6388.9
2017-12-01,QSR,8308.5
2017-12-01,STOR,18765.8
2017-12-01,TEVA,18717.7
2017-12-01,IBM,2130.7
2017-12-01,LBTYK,7265.4
2017-12-01,SNY,3849.9
2017-12-01,VRSK,1566.2
2017-12-01,WMT,1395.8
2017-12-01,GHC,106.7
2017-12-01,LILA,2689.6
2017-12-01,JNJ,328.2
2017-12-01,PG,319.7
2017-12-01,LILAK,1268.0
2017-12-01,MDLZ,583.3
2017-12-01,UPS,57.2
2017-12-01,VZ,0.9
2017-12-01,XOM,0.0
2017-12-01,COP,0.0
2017-12-01,NOV,0.0
2017-12-01,DE,0.0
2017-12-01,GE,0.0
2017-12-01,MEG,0.0
2017-12-01,LEE,0.0
2017-12-01,LBRDA,0.0
2017-12-01,FWONK,0.0
2017-12-01,DNOW,0.0
2017-12-01,KMI,0.0
2017-12-01,JPM,0.0
2017-12-01,PNC,0.0
2017-12-01,AMZN,0.0
2017-12-01,TRV,0.0
2017-12-01,STNE,0.0
2017-12-01,KR,0.0
2017-12-01,OXY,0.0
2017-12-01,BIIB,0.0
2017-12-01,RH,0.0
2017-12-01,CVX,0.0
2017-12-01,ABBV,0.0
2017-12-01,BMY,0.0
2017-12-01,SNOW,0.0
2017-12-01,MRK,0.0
2017-12-01,AON,0.0
2017-12-01,TMUS,0.0
2017-12-01,MMC,0.0
2017-12-01,ATVI,0.0
2017-12-01,HPQ,0.0
2017-12-01,C,0.0
2017-12-01,PARA,0.0
2017-12-01,CE,0.0
2017-12-01,MCK,0.0
2017-12-01,MKL,0.0
2017-12-01,ALLY,0.0
2017-12-01,FND,0.0
2017-12-01,RPRX,0.0
2017-12-01,FWONA,0.0
2017-12-01,OGN,0.0
2017-12-01,T,0.0
2017-12-01,ORCL,0.0
2017-12-01,PFE,0.0
2017-12-01,TSM,0.0
2017-12-01,LPX,0.0
2017-12-01,JEF,0.0
2018-03-01,AAPL,964594.7
2018-03-01,WFC,465936.9
2018-03-01,BAC,694753.0
2018-03-01,KHC,337725.5
2018-03-01,KO,407124.4
2018-03-01,AXP,155409.3
2018-03-01,USB,92347.2
2018-03-01,PSX,46156.7
2018-03-01,MCO,25080.3
2018-03-01,BK,63902.8
2018-03-01,DAL,56550.2
2018-03-01,GS,11159.3
2018-03-01,LUV,50238.0
2018-03-01,CHTR,8421.8
2018-03-01,DVA,39865.4
2018-03-01,AAL,48014.4
2018-03-01,UAL,28826.3
2018-03-01,GM,50810.9
2018-03-01,VRSN,13268.3
2018-03-01,V,10672.2
2018-03-01,MTB,5515.8
2018-03-01,MA,5037.1
2018-03-01,SIRI,140850.1
2018-03-01,COST,4468.0
2018-03-01,AXTA,23448.3
2018-03-01,SYF,21357.1
2018-03-01,TEVA,41313.3
2018-03-01,LBTYA,18400.3
2018-03-01,GL,6506.0
2018-03-01,QSR,8507.0
2018-03-01,STOR,18674.3
2018-03-01,LBTYK,7430.0
2018-03-01,SNY,3758.2
2018-03-01,WMT,1449.2
2018-03-01,LILA,2836.7
2018-03-01,JNJ,336.5
2018-03-01,VRSK,291.5
2018-03-01,PG,323.1
2018-03-01,LILAK,1341.8
2018-03-01,MDLZ,592.5
2018-03-01,UPS,59.9
2018-03-01,VZ,0.9
2018-03-01,IBM,0.0
2018-03-01,XOM,0.0
2018-03-01,GHC,0.0
2018-03-01,COP,0.0
2018-03-01,NOV,0.0
2018-03-01,DE,0.0
2018-03-01,GE,0.0
2018-03-01,MEG,0.0
2018-03-01,LEE,0.0
2018-03-01,LBRDA,0.0
2018-03-01,FWONK,0.0
2018-03-01,DNOW,0.0
2018-03-01,KMI,0.0
2018-03-01,JPM,0.0
2018-03-01,PNC,0.0
2018-03-01,AMZN,0.0
2018-03-01,TRV,0.0
2018-03-01,STNE,0.0
2018-03-01,KR,0.0
2018-03-01,OXY,0.0
2018-03-01,BIIB,0.0
2018-03-01,RH,0.0
2018-03-01,CVX,0.0
2018-03-01,ABBV,0.0
2018-03-01,BMY,0.0
2018-03-01,SNOW,0.0
2018-03-01,MRK,0.0
2018-03-01,AON,0.0
2018-03-01,TMUS,0.0
2018-03-01,MMC,0.0
2018-03-01,ATVI,0.0
2018-03-01,HPQ,0.0
2018-03-01,C,0.0
2018-03-01,PARA,0.0
2018-03-01,CE,0.0
2018-03-01,MCK,0.0
2018-03-01,MKL,0.0
2018-03-01,ALLY,0.0
2018-03-01,FND,0.0
2018-03-01,RPRX,0.0
2018-03-01,FWONA,0.0
2018-03-01,OGN,0.0
2018-03-01,T,0.0
2018-03-01,ORCL,0.0
2018-03-01,PFE,0.0
2018-03-01,TSM,0.0
2018-03-01,LPX,0.0
2018-03-01,JEF,0.0
2018-06-01,AAPL,996678.2
2018-06-01,WFC,444951.0
2018-06-01,KHC,329463.3
2018-06-01,BAC,676839.1
2018-06-01,KO,401005.7
2018-06-01,AXP,150079.3
2018-06-01,USB,99914.9
2018-06-01,MCO,24610.6
2018-06-01,PSX,35263.3
2018-06-01,BK,64608.7
2018-06-01,DAL,63181.2
2018-06-01,GS,13094.8
2018-06-01,LUV,55823.3
2018-06-01,DVA,38543.4
2018-06-01,CHTR,7486.3
2018-06-01,GM,51263.5
2018-06-01,UAL,26236.8
2018-06-01,VRSN,12694.1
2018-06-01,AAL,44233.9
2018-06-01,V,10558.5
2018-06-01,TEVA,42984.2
2018-06-01,MA,4906.0
2018-06-01,SIRI,136904.7
2018-06-01,MTB,5383.9
2018-06-01,COST,4354.0
2018-06-01,AXTA,24336.2
2018-06-01,SYF,20520.2
2018-06-01,LBTYA,19683.8
2018-06-01,GL,6314.9
2018-06-01,STOR,18925.6
2018-06-01,QSR,8453.6
2018-06-01,LBTYK,7322.2
2018-06-01,SNY,3702.0
2018-06-01,WMT,1420.9
2018-06-01,LILA,2841.8
2018-06-01,JNJ,326.5
2018-06-01,LILAK,1358.0
2018-06-01,PG,315.1
2018-06-01,MDLZ,580.0
2018-06-01,UPS,59.6
2018-06-01,VZ,0.9
2018-06-01,IBM,0.0
2018-06-01,XOM,0.0
2018-06-01,GHC,0.0
2018-06-01,COP,0.0
2018-06-01,NOV,0.0
2018-06-01,DE,0.0
2018-06-01,GE,0.0
2018-06-01,VRSK,0.0
2018-06-01,MEG,0.0
2018-06-01,LEE,0.0
2018-06-01,LBRDA,0.0
2018-06-01,FWONK,0.0
2018-06-01,DNOW,0.0
2018-06-01,KMI,0.0
2018-06-01,JPM,0.0
2018-06-01,PNC,0.0
2018-06-01,AMZN,0.0
2018-06-01,TRV,0.0
2018-06-01,STNE,0.0
2018-06-01,KR,0.0
2018-06-01,OXY,0.0
2018-06-01,BIIB,0.0
2018-06-01,RH,0.0
2018-06-01,CVX,0.0
2018-06-01,ABBV,0.0
2018-06-01,BMY,0.0
2018-06-01,SNOW,0.0
2018-06-01,MRK,0.0
2018-06-01,AON,0.0
2018-06-01,TMUS,0.0
2018-06-01,MMC,0.0
2018-06-01,ATVI,0.0
2018-06-01,HPQ,0.0
2018-06-01,C,0.0
2018-06-01,PARA,0.0
2018-06-01,CE,0.0
2018-06-01,MCK,0.0
2018-06-01,MKL,0.0
2018-06-01,ALLY,0.0
2018-06-01,FND,0.0
2018-06-01,RPRX,0.0
2018-06-01,FWONA,0.0
2018-06-01,OGN,0.0
2018-06-01,T,0.0
2018-06-01,ORCL,0.0
2018-06-01,PFE,0.0
2018-06-01,TSM,0.0
2018-06-01,LPX,0.0
2018-06-01,JEF,0.0
2018-09-01,AAPL,1003160.5
2018-09-01,BAC,871627.2
2018-09-01,WFC,444986.2
2018-09-01,KO,399653.9
2018-09-01,KHC,323113.7
2018-09-01,AXP,149629.5
2018-09-01,USB,124875.8
2018-09-01,MCO,24326.4
2018-09-01,GS,18264.9
2018-09-01,JPM,35457.4
2018-09-01,BK,76484.5
2018-09-01,DAL,66959.2
2018-09-01,LUV,56728.7
2018-09-01,DVA,37310.3
2018-09-01,CHTR,7438.9
2018-09-01,UAL,26414.6
2018-09-01,ORCL,41213.0
2018-09-01,VRSN,12968.1
2018-09-01,AAL,45597.6
2018-09-01,GM,51648.4
2018-09-01,PSX,15195.8
2018-09-01,V,10513.4
2018-09-01,MA,4909.2
2018-09-01,COST,4337.6
2018-09-01,TEVA,43410.5
2018-09-01,MTB,5377.1
2018-09-01,SIRI,138353.5
2018-09-01,PNC,6096.3
2018-09-01,AXTA,24189.3
2018-09-01,SYF,20538.7
2018-09-01,LBTYA,20274.5
2018-09-01,GL,6366.2
2018-09-01,STOR,18601.6
2018-09-01,QSR,8501.3
2018-09-01,TRV,3564.0
2018-09-01,LBTYK,7493.3
2018-09-01,LILA,2842.3
2018-09-01,JNJ,323.5
2018-09-01,LILAK,1350.5
2018-09-01,PG,313.7
2018-09-01,MDLZ,579.8
2018-09-01,UPS,59.0
2018-09-01,VZ,0.9
2018-09-01,IBM,0.0
2018-09-01,WMT,0.0
2018-09-01,XOM,0.0
2018-09-01,GHC,0.0
2018-09-01,COP,0.0
2018-09-01,NOV,0.0
2018-09-01,DE,0.0
2018-09-01,GE,0.0
2018-09-01,SNY,0.0
2018-09-01,VRSK,0.0
2018-09-01,MEG,0.0
2018-09-01,LEE,0.0
2018-09-01,LBRDA,0.0
2018-09-01,FWONK,0.0
2018-09-01,DNOW,0.0
2018-09-01,KMI,0.0
2018-09-01,AMZN,0.0
2018-09-01,STNE,0.0
2018-09-01,KR,0.0
2018-09-01,OXY,0.0
2018-09-01,BIIB,0.0
2018-09-01,RH,0.0
2018-09-01,CVX,0.0
2018-09-01,ABBV,0.0
2018-09-01,BMY,0.0
2018-09-01,SNOW,0.0
2018-09-01,MRK,0.0
2018-09-01,AON,0.0
2018-09-01,TMUS,0.0
2018-09-01,MMC,0.0
2018-09-01,ATVI,0.0
2018-09-01,HPQ,0.0
2018-09-01,C,0.0
2018-09-01,PARA,0.0
2018-09-01,CE,0.0
2018-09-01,MCK,0.0
2018-09-01,MKL,0.0
2018-09-01,ALLY,0.0
2018-09-01,FND,0.0
2018-09-01,RPRX,0.0
2018-09-01,FWONA,0.0
2018-09-01,OGN,0.0
2018-09-01,T,0.0
