,GS10,GS2,T10Y2YM,BAMLC0A2CAAEY,BAMLC0A4CBBBEY,FEDFUNDS,CORESTICKM159SFRBATL,DPCCRV1Q225SBEA,EXPINF1YR,EXPINF5YR,PCOPPUSDM,POILWTIUSDM,PCOALAUUSDM,PALUMUSDM,PIORECRUSDM,RTWEXBGS,UNRATE,A191RP1Q027SBEA,B075RC1Q027SBEA,China GDP Growth,GOLD
2021-11-01,1.56,0.51,1.05,1.94,2.49,0.08,3.205069,5.066666666666666,2.4798405,1.72679923,9728.90454545454,79.0954545454546,177.801623376623,2636.45227272727,90.1315789473684,109.1501,4.2,11.733333333333334,307.81533333333334,4.533333333333334,1821.76
2021-12-01,1.47,0.68,0.78,1.96,2.56,0.08,3.467011,5.333333333333333,2.62030861,1.7407948,9551.18,71.8021739130435,181.473979591836,2695.53142857143,110.45652173913,110.2192,3.9,9.166666666666668,310.82966666666664,6.4,1790.43
2022-01-01,1.76,0.98,0.78,2.1950000000000003,2.8049999999999997,0.08,3.982987642,5.6,2.24175848,1.73444186,9782.3375,83.277619047619,231.760178571428,3005.9805,133.045454545455,109.6965,4.0,6.6,313.844,6.0,1816.02
2022-02-01,1.93,1.44,0.49,2.43,3.05,0.08,4.297857761,5.3,2.62741883,1.89861214,9943.175,91.608,272.486785714285,3245.7855,139.7,109.8846,3.8,7.233333333333333,326.9653333333333,5.6000000000000005,1856.3
2022-03-01,2.13,1.91,0.22,2.57,3.35,0.2,4.551814556,5.0,3.05769883,1.97801677,10230.8939130435,108.399130434783,353.440527950356,3498.37304347826,147.347826086957,111.2691,3.6,7.866666666666666,340.0866666666667,5.2,1947.83
2022-04-01,2.75,2.54,0.21,3.2,3.93,0.33,4.723537922,4.7,3.39290341,2.26755868,10174.3476190476,101.985238095238,334.718233082678,3246.99047619048,146.666666666667,111.8482,3.6,8.5,353.208,0.0,1936.86
2022-05-01,2.9,2.62,0.28,3.4850000000000003,4.285,0.77,4.975575447,4.7,3.63465785,2.45008154,9395.02727272727,109.712727272727,418.493877551035,2839.50545454545,131.090909090909,114.6252,3.6,8.233333333333334,348.99333333333334,-5.2,1848.5
2022-06-01,3.14,3.0,0.14,3.77,4.64,1.21,5.425963402,4.7,4.22671337,2.5513544,9067.55181818182,114.675909090909,427.424999999999,2575.66954545455,131.045454545455,115.7328,3.6,7.966666666666667,344.7786666666667,-10.4,1836.57
2022-07-01,2.9,3.04,-0.14,3.99,5.04,1.68,5.629465103,4.7,3.3092777,2.28813375,7544.80952380952,101.918095238095,433.626530612249,2408.42333333333,109.047619047619,117.581,3.5,7.7,340.564,-1.7333333333333343,1732.74
2022-08-01,2.9,3.25,-0.35,3.71,4.7,2.33,5.990544319,4.7,3.37713165,2.1869859,7990.81217391304,93.6926086956522,447.447564935064,2433.91608695652,109.065217391304,117.0619,3.7,6.8,340.564,6.933333333333332,1764.56
2022-09-01,3.52,3.86,-0.34,4.34,5.33,2.56,6.393735409,4.7,4.17914969,2.53306319,7746.01136363636,84.4,467.783673469392,2224.75590909091,100.840909090909,119.9764,3.5,5.9,340.564,15.6,1680.78
2022-10-01,3.98,4.38,-0.4,4.795,5.825,3.08,6.367826462,4.7,2.88195932,2.40070757,7651.08285714286,87.2866666666667,426.909183673499,2255.53523809524,94.6190476190476,121.4764,3.7,5.0,340.564,10.399999999999999,1664.45
2022-11-01,3.89,4.5,-0.61,5.25,6.32,3.78,6.475764355,4.7,3.23904839,2.53058351,8049.86136363636,84.0763636363636,368.258279220749,2350.71636363636,94.5681818181818,118.8233,3.6,5.0,340.564,5.199999999999999,1725.07
2022-12-01,3.62,4.29,-0.67,4.6,5.55,4.1,6.606693265,4.7,2.86811918,2.26844917,8049.86136363636,84.0763636363636,368.258279220749,2350.71636363636,94.5681818181818,116.3915,3.5,5.0,340.564,0.0,1797.55
